source_dbs,source_ids,doi,pmid,title,year,publication_date,work_type,venue,cited_by_count,url,query_tasks,included,exclusion_reason,class_code,class_en,class_zh,primary_task,task_en,task_zh,evidence_tier,abstract
Europe PMC,PAT:US2009131759,,,LIFE SIGN DETECTION AND HEALTH STATE ASSESSMENT SYSTEM,2009,2004-11-03,,,0,,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"A wearable platform embodied in a belt or patch provides physiological monitoring of soldiers during field operations or trauma victims at accident sites and makes health state assessments. The platform includes sensors for heart rate, body motion, respiration rate and intensity, and temperature and further contains a microprocessor and short range transmitter. An analog circuit running an algorithm obtains the R-wave period from the EKG signal and produces electrical pulses with the period between pulses corresponding to the R-wave period. A rule based processing engine having an evaluation algorithm is capable of making a medical evaluation of subject condition and determines a confidence level for the evaluation. The rules are subject to variation depending upon the subject population. The information is communicated wirelessly to a local hub for relay to a remote monitor."
Europe PMC,MED:24176784,10.17761/ijyt.23.suppl-1.725531pu2r110135,24176784,2013 SYR Accepted Poster Abstracts.,2013,2013-01-01,,International journal of yoga therapy,1,https://doi.org/10.17761/ijyt.23.suppl-1.725531pu2r110135,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"SYR 2013 Accepted Poster abstracts: 1. Benefits of Yoga as a Wellness Practice in a Veterans Affairs (VA) Health Care Setting: If You Build It, Will They Come? 2. Yoga-based Psychotherapy Group With Urban Youth Exposed to Trauma. 3. Embodied Health: The Effects of a Mind�Body Course for Medical Students. 4. Interoceptive Awareness and Vegetable Intake After a Yoga and Stress Management Intervention. 5. Yoga Reduces Performance Anxiety in Adolescent Musicians. 6. Designing and Implementing a Therapeutic Yoga Program for Older Women With Knee Osteoarthritis. 7. Yoga and Life Skills Eating Disorder Prevention Among 5th Grade Females: A Controlled Trial. 8. A Randomized, Controlled Trial Comparing the Impact of Yoga and Physical Education on the Emotional and Behavioral Functioning of Middle School Children. 9. Feasibility of a Multisite, Community based Randomized Study of Yoga and Wellness Education for Women With Breast Cancer Undergoing Chemotherapy. 10. A Delphi Study for the Development of Protocol Guidelines for Yoga Interventions in Mental Health. 11. Impact Investigation of Breathwalk Daily Practice: Canada�India Collaborative Study. 12. Yoga Improves Distress, Fatigue, and Insomnia in Older Veteran Cancer Survivors: Results of a Pilot Study. 13. Assessment of Kundalini Mantra and Meditation as an Adjunctive Treatment With Mental Health Consumers. 14. Kundalini Yoga Therapy Versus Cognitive Behavior Therapy for Generalized Anxiety Disorder and Co-Occurring Mood Disorder. 15. Baseline Differences in Women Versus Men Initiating Yoga Programs to Aid Smoking Cessation: Quitting in Balance Versus QuitStrong. 16. Pranayam Practice: Impact on Focus and Everyday Life of Work and Relationships. 17. Participation in a Tailored Yoga Program is Associated With Improved Physical Health in Persons With Arthritis. 18. Effects of Yoga on Blood Pressure: Systematic Review and Meta-analysis. 19. A Quasi-experimental Trial of a Yoga based Intervention to Reduce Stress and Promote Health and Well-being Among Middle School Educators. 20. A Systematic Review of Yoga-based Interventions for Objective and Subjective Balance Measures. 21. Disparities in Yoga Use: A Multivariate Analysis of 2007 National Health Interview Survey Data. 22. Implementing Yoga Therapy Adapted for Older Veterans Who Are Cancer Survivors. 23. Randomized, Controlled Trial of Yoga for Women With Major Depressive Disorder: Decreased Ruminations as Potential Mechanism for Effects on Depression? 24. Yoga Beyond the Metropolis: A Yoga Telehealth Program for Veterans. 25. Yoga Practice Frequency, Relationship Maintenance Behaviors, and the Potential Mediating Role of Relationally Interdependent Cognition. 26. Effects of Medical Yoga in Quality of Life, Blood Pressure, and Heart Rate in Patients With Paroxysmal Atrial Fibrillation. 27. Yoga During School May Promote Emotion Regulation Capacity in Adolescents: A Group Randomized, Controlled Study. 28. Integrated Yoga Therapy in a Single Session as a Stress Management Technique in Comparison With Other Techniques. 29. Effects of a Classroom-based Yoga Intervention on Stress and Attention in Second and Third Grade Students. 30. Improving Memory, Attention, and Executive Function in Older Adults with Yoga Therapy. 31. Reasons for Starting and Continuing Yoga. 32. Yoga and Stress Management May Buffer Against Sexual Risk-Taking Behavior Increases in College Freshmen. 33. Whole-systems Ayurveda and Yoga Therapy for Obesity: Outcomes of a Pilot Study. 34. Women�s Phenomenological Experiences of Exercise, Breathing, and the Body During Yoga for Smoking Cessation Treatment. 35. Mindfulness as a Tool for Trauma Recovery: Examination of a Gender-responsive Trauma-informed Integrative Mindfulness Program for Female Inmates. 36. Yoga After Stroke Leads to Multiple Physical Improvements. 37. Tele-Yoga in Patients With Chronic Obstructive Pulmonary Disease and Heart Failure: A Mixed-methods Study of Feasibility, Acceptability, and Safety. 38. Effects of an Ashtanga Yoga-based Health and Wellness Curriculum on Physical and Emotional Well-being, Engagement Toward School, and Academic Performance of K-6 Students. 39. Yoga as a Facilitator for Participation Following an 8-week Yoga for Individuals With Chronic Stroke. 40. Standardization of Design and Reporting of Yoga Interventions for Musculoskeletal Conditions: A Delphi Approach. 41. Creating S.P.A.C.E. Through Yoga: Africa Yoga Project Teachers Promote Personal Transformation, Peaceful Communities, and Purpose-filled Service."
Europe PMC; OpenAlex,MED:25132284; W1979760954,10.1016/j.ijmedinf.2014.07.003,25132284,The determinants of home healthcare robots adoption: An empirical investigation,2014,2014-07-24,article,International Journal of Medical Informatics,316,https://doi.org/10.1016/j.ijmedinf.2014.07.003,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"<h4>Background</h4>Home healthcare robots promise to make clinical information available at the right place and time, thereby reducing error and increasing safety and quality. However, it has been frequently reported that more than 40% of previous information technology (IT) developments have failed or been abandoned due to the lack of understanding of the sociotechnical aspects of IT.<h4>Objective</h4>Previous home healthcare robots research has focused on technology development and clinical applications. There has been little discussion of associated social, technical and managerial issues that are arguably of equal importance for robot success. To fill this knowledge gap, this research aims to understand the determinants of home healthcare robots adoption from these aspects by applying technology acceptance theories.<h4>Methods</h4>We employed both qualitative and quantitative methods. The participants were recruited from home healthcare agencies located in the U.S. (n=108), which included both patients and healthcare professionals. We collected data via a survey study to test a research model.<h4>Results</h4>The usage intention of home healthcare robots is a function of social influence, performance expectancy, trust, privacy concerns, ethical concerns and facilitating conditions. Among them, social influence is the strongest predictor. Monitoring vital signs and facilitating communication with family and medication reminders are the most preferable tasks and applications for robots.<h4>Conclusion</h4>Sociotechnical factors play a powerful role in explaining the adoption intention for home healthcare robots. The findings provide insights on how home healthcare service providers and robot designers may improve the success of robot technologies."
Europe PMC,MED:24307092,10.3758/s13415-013-0227-x,24307092,Why do you fear the bogeyman? An embodied predictive coding model of perceptual inference.,2014,2014-09-01,,"Cognitive, affective & behavioral neuroscience",60,https://doi.org/10.3758/s13415-013-0227-x,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"Why are we scared by nonperceptual entities such as the bogeyman, and why does the bogeyman only visit us during the night? Why does hearing a window squeaking in the night suggest to us the unlikely idea of a thief or a killer? And why is this more likely to happen after watching a horror movie? To answer these and similar questions, we need to put mind and body together again and consider the embodied nature of perceptual and cognitive inference. Predictive coding provides a general framework for perceptual inference; I propose to extend it by including interoceptive and bodily information. The resulting embodied predictive coding inference permits one to compare alternative hypotheses (e.g., is the sound I hear generated by a thief or the wind?) using the same inferential scheme as in predictive coding, but using both sensory and interoceptive information as evidence, rather than just considering sensory events. If you hear a window squeaking in the night after watching a horror movie, you may consider plausible a very unlikely hypothesis (e.g., a thief, or even the bogeyman) because it explains both what you sense (e.g., the window squeaking in the night) and how you feel (e.g., your high heart rate). The good news is that the inference that I propose is fully rational and gives minds and bodies equal dignity. The bad news is that it also gives an embodiment to the bogeyman, and a reason to fear it."
Europe PMC,MED:25928984,10.1134/s0362119716070070,25928984,"[System analysis of heart rate variability, hemodynamics and bioelectrical activity of the human brain at moderate altitudes].",2014,2014-01-01,,Aviakosmicheskaia i ekologicheskaia meditsina = Aerospace and environmental medicine,1,https://doi.org/10.1134/s0362119716070070,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"Heart rate variability (HRV), hemodynamics, cerebral alpha-rhythm and systemic relations between them were investigated in 35 normal human subjects at the age of 37.2 +/- 3.8 years. Results of comprehensive clinical, functional and instrumental HRV investigations, electroencephalography (EEG) using 21 monopolar electrodes and blood pressure (BP) monitoring were embodied in mathematical models describing the relations of these parameters, multiple regression equations, and generated 3-D diagrams. It was found that relative increase of LF and reductions of HF ranges occurred on the background of BP elevation. The EEG alpha amplitude was depressed and alpha index decreased. The HRV reduction and modification of the alpha-rhythm structure were demonstrated to affect BP values. These data point to interactions and tight relations between the vegetative and central nervous systems and BP."
Europe PMC,MED:25713544,10.3389/fpsyg.2015.00068,25713544,Assessing embodied interpersonal emotion regulation in somatic symptom disorders: a case study.,2015,2015-02-10,,Frontiers in psychology,10,https://doi.org/10.3389/fpsyg.2015.00068,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"The aim of the present study was to examine the intra- and interpersonal emotion regulation of patients with somatic symptom disorders (SSDs) during interactions with significant others (i.e., romantic partners). We presented two case couples for analysis. The first couple consisted of a patient with SSD and his healthy partner, whereas the second couple consisted of two healthy partners. The couples underwent an interpersonal experiment that involved baseline, anger and relaxation tasks. During each task, partners' cutaneous facial temperature, heart rate and skin conductance levels were measured simultaneously. Participants' trait-emotion regulation, state-affect reports for self and other, and attachment styles were also examined. The experimental phases were successful in creating variations in physiological processes and affective experience. As expected, emotion regulation difficulties predicted higher increase in the course of temperature at each phase. Besides, the patient showed restricted awareness and reflection to emotions despite his higher autonomic activity compared to healthy controls. Both partners of the first couple revealed limited ability in understanding the other's emotions, whereas the second couple performed relatively better in that domain. The temperature variations between the patient and his partner were significantly correlated while the correlations of temperature changes between the second couple were negligible except anger task. The study supported the merits of an embodied interpersonal approach in clinical studies. The tentative results of the cases were discussed in the light of findings in emotion regulation and attachment research."
OpenAlex,W2597649056,10.4172/2168-9695.s2-005,,Development of an Autonomous Mobile Health Monitoring System for Medical Workers with High Volume Cases,2015,2015-01-01,article,Advances in Robotics & Automation,3,https://doi.org/10.4172/2168-9695.s2-005,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"Mobile health care monitoring system have the capacity to provide critical assistance in areas of medical care, especially in situations where there are limited number of health workers needed to attend to patients. This project describes the development of a mobile health care monitoring system capable of monitoring the heart rate of patients and recording this information electronically. The system will provide much needed relief for medical workers with high volume cases. The system was constructed using a mobile robot capable of traversing rugged terrain, a motor shield, a Global Positioning System (GPS) shield for autonomous navigation, an ultrasound sensor for obstacle avoidance, and a heart rate sensor for measuring patient heart rate. The mobile system was able to successfully avoid obstacles and navigate to the predetermined locations of three hospital beds and obtain the heart rate of three patients. Future improvements to the system include the addition of wireless capability so patient data can be transmitted wirelessly to physician's PC, incorporation of speech capability to enhance interaction between robot and patient and addition of more sensors to measure other vital signs such as blood glucose."
Europe PMC,MED:25222091,10.1037/hea0000146,25222091,Do slumped and upright postures affect stress responses? A randomized trial.,2015,2014-09-15,,"Health psychology : official journal of the Division of Health Psychology, American Psychological Association",69,https://doi.org/10.1037/hea0000146,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"<h4>Objective</h4>The hypothesis that muscular states are related to emotions has been supported predominantly by research on facial expressions. However, body posture also may be important to the initiation and modulation of emotions. This experiment aimed to investigate whether an upright seated posture could influence affective and cardiovascular responses to a psychological stress task, relative to a slumped seated posture.<h4>Method</h4>There were 74 participants who were randomly assigned to either a slumped or upright seated posture. Their backs were strapped with physiotherapy tape to hold this posture throughout the study. Participants were told a cover story to reduce expectation effects of posture. Participants completed a reading task, the Trier Social Stress speech task, assessments of mood, self-esteem, and perceived threat. Blood pressure and heart rate were continuously measured.<h4>Results</h4>Upright participants reported higher self-esteem, more arousal, better mood, and lower fear, compared to slumped participants. Linguistic analysis showed slumped participants used more negative emotion words, first-person singular pronouns, affective process words, sadness words, and fewer positive emotion words and total words during the speech. Upright participants had higher pulse pressure during and after the stressor.<h4>Conclusions</h4>Adopting an upright seated posture in the face of stress can maintain self-esteem, reduce negative mood, and increase positive mood compared to a slumped posture. Furthermore, sitting upright increases rate of speech and reduces self-focus. Sitting upright may be a simple behavioral strategy to help build resilience to stress. The research is consistent with embodied cognition theories that muscular and autonomic states influence emotional responding."
Europe PMC,MED:26401657,10.1002/wcs.1370,26401657,Embodied emotion: the influence of manipulated facial and bodily states on emotive responses.,2015,2015-09-24,,Wiley interdisciplinary reviews. Cognitive science,25,https://doi.org/10.1002/wcs.1370,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"A growing body of evidence suggests that certain facial expressions and postures are associated with emotional and motivational responses. This review discusses behavioral, neuroscientific, and cognitive research connecting these bodily movements with emotive responses. General bodily feedback theories of emotion have suggested that manipulated facial expressions and postures influence emotive reactions to stimuli as well as physiological responses such as heart rate, skin conductance, and the temperature of blood entering the brain. More recent evidence suggests that manipulated bodily states influence prefrontal cortical activation and amygdala activation. Even further evidence has suggested that manipulated bodily states influence cognitive processes, such as the speed at which individuals read emotional content, the speed at which they classify information as emotional, and the extent to which they determine emotional information as threatening. Bodily feedback theories may also suggest clinical applications. Bodily feedback theories of emotion therefore have generated research showing that bodily expressions play a pivotal role in our emotive experiences."
Europe PMC,MED:27965967,10.3389/fvets.2016.00106,27965967,Physiological and Behavioral Responses of Dairy Cattle to the Introduction of Robot Scrapers.,2016,2016-11-30,,Frontiers in veterinary science,7,https://doi.org/10.3389/fvets.2016.00106,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"Autonomous mobile robot scrapers are increasingly used in order to clean the floors on dairy farms. Given the complexity of robot scraper operation, stress may occur in cows due to unpredictability of the situation. Experiencing stress can impair animal welfare and, in the long term, the health and milk production of the cows. Therefore, this study addressed potential stress responses of dairy cattle to the robot scraper after introducing the autonomous mobile machine. Thirty-six cows in total were studied on three different farms to explore possible modifications in cardiac function, behavior, and adrenocortical activity. The research protocol on each farm consisted of four experimental periods including one baseline measurement without robot scraper operation followed by three test measurements, in which cows interacted with the robotic cleaning system. Interbeat intervals were recorded in order to calculate the heart rate variability (HRV) parameter RMSSD; behavior was observed to determine time budgets; and fecal samples were collected for analysis of the cortisol metabolites concentration. A statistical analysis was carried out using linear mixed-effects models. HRV decline immediately after the introduction of the robot scraper and modified behavior in the subsequent experimental periods indicated a stress response. The cortisol metabolites concentration remained constant. It is hypothesized that after the initial phase of decrease, HRV stabilized through the behavioral adjustments of the cows in the second part of the study. Persistent alterations in behavior gave rise to the assumption that the animals' habituation process to the robot scraper was not yet completed. In summary, the present study illustrated that the cows showed minor signs of disturbance toward the robotic cleaning system. Thus, our findings suggest that dairy cattle can largely adjust their behavior to avoid aversive effects on animal welfare. Additional research can provide further insight into the development of the animal-machine interaction beyond the initial phase of robot scraper operation considered in this study."
Europe PMC,MED:28813919,10.1109/icorr.2017.8009347,28813919,"Adding navigation, artificial audition and vital sign monitoring capabilities to a telepresence mobile robot for remote home care applications.",2017,2017-07-01,,IEEE ... International Conference on Rehabilitation Robotics : [proceedings],4,https://doi.org/10.1109/icorr.2017.8009347,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Core (title-explicit),"A telepresence mobile robot is a remote-controlled, wheeled device with wireless internet connectivity for bidirectional audio, video and data transmission. In health care, a telepresence robot could be used to have a clinician or a caregiver assist seniors in their homes without having to travel to these locations. Many mobile telepresence robotic platforms have recently been introduced on the market, bringing mobility to telecommunication and vital sign monitoring at reasonable costs. What is missing for making them effective remote telepresence systems for home care assistance are capabilities specifically needed to assist the remote operator in controlling the robot and perceiving the environment through the robot's sensors or, in other words, minimizing cognitive load and maximizing situation awareness. This paper describes our approach adding navigation, artificial audition and vital sign monitoring capabilities to a commercially available telepresence mobile robot. This requires the use of a robot control architecture to integrate the autonomous and teleoperation capabilities of the platform."
Europe PMC,MED:28892566,10.1002/ana.25045,28892566,Brain-heart interactions reveal consciousness in noncommunicating patients.,2017,2017-10-11,,Annals of neurology,70,https://doi.org/10.1002/ana.25045,A10,True,,A,Active observational sensing,主动观察式检测,A10,Embodied non-contact vital-sign monitoring,具身式非接触生命体征监测,Expanded (abstract-supported),"<h4>Objective</h4>We here aimed at characterizing heart-brain interactions in patients with disorders of consciousness. We tested how this information impacts data-driven classification between unresponsive and minimally conscious patients.<h4>Methods</h4>A cohort of 127 patients in vegetative state/unresponsive wakefulness syndrome (VS/UWS; n = 70) and minimally conscious state (MCS; n = 57) were presented with the local-global auditory oddball paradigm, which distinguishes 2 levels of processing: short-term deviation of local auditory regularities and global long-term rule violations. In addition to previously validated markers of consciousness extracted from electroencephalograms (EEG), we computed autonomic cardiac markers, such as heart rate (HR) and HR variability (HRV), and cardiac cycle phase shifts triggered by the processing of the auditory stimuli.<h4>Results</h4>HR and HRV were similar in patients across groups. The cardiac cycle was not sensitive to the processing of local regularities in either the VS/UWS or MCS patients. In contrast, global regularities induced a phase shift of the cardiac cycle exclusively in the MCS group. The interval between the auditory stimulation and the following R peak was significantly shortened in MCS when the auditory rule was violated. When the information for the cardiac cycle modulations and other consciousness-related EEG markers were combined, single patient classification performance was enhanced compared to classification with solely EEG markers.<h4>Interpretation</h4>Our work shows a link between residual cognitive processing and the modulation of autonomic somatic markers. These results open a new window to evaluate patients with disorders of consciousness via the embodied paradigm, according to which body-brain functions contribute to a holistic approach to conscious processing. Ann Neurol 2017;82:578-591."
