work_key,title,year,doi,primary_mechanism_code,primary_mechanism_en,primary_mechanism_cn,primary_task_code,primary_task_en,primary_task_cn,secondary_task_codes,all_title_rule_hits,classification_rule,public_visible,public_available_location_identified,best_public_url,record_url,sources,screening_level
doi:10.1109/tmrb.2024.3464109,Autonomous Robotic System for Carotid Artery Ultrasound Scanning With Visual Servo Navigation,2024,10.1109/tmrb.2024.3464109,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tmrb.2024.3464109,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tmrb.2024.3464698,Coaching a Robotic Sonographer: Learning Robotic Ultrasound with Sparse Expert's Feedback,2024,10.1109/tmrb.2024.3464698,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://arxiv.org/pdf/2409.02337,https://doi.org/10.1109/tmrb.2024.3464698,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tmrb.2024.3472856,Imitation Learning for Robotic Assisted Ultrasound Examination of Deep Venous Thrombosis using Kernelized Movement Primitives,2024,10.1109/tmrb.2024.3472856,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.1109/tmrb.2024.3472856,https://doi.org/10.1109/tmrb.2024.3472856,Crossref; OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tmrb.2025.3550667,Robotic Eye-in-Hand Visual Servo Axially Aligning Nasopharyngeal Swabs With the Nasal Cavity,2025,10.1109/tmrb.2025.3550667,1.3,Sample-based interactive diagnosis,采样式交互诊断,S5,Swab and cavity-specimen collection,拭子与腔道标本采集,,S5,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tmrb.2025.3550667,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tmrb.2025.3590471,Echo-Robot: Semi-Autonomous Cardiac Ultrasound Image Acquisition Using AI and Robotics,2025,10.1109/tmrb.2025.3590471,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tmrb.2025.3590471,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tmrb.2026.3681001,Multimodal Cross-Attention Fusion of B-Mode Ultrasound and Strain Elastography for Tumor Segmentation in Robotics-Assisted Surgery.,2026,10.1109/tmrb.2026.3681001,1.2,Response-based interactive diagnosis,响应式交互诊断,R2,Elastography and stiffness mapping,弹性成像与刚度测绘,,R2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://pmc.ncbi.nlm.nih.gov/articles/PMC13256326/,https://doi.org/10.1109/tmrb.2026.3681001,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tro.2015.2402531,Methods to Segment Hard Inclusions in Soft Tissue During Autonomous Robotic Palpation,2015,10.1109/tro.2015.2402531,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tro.2015.2402531,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tro.2015.2452776,The System Design and Evaluation of a 7-DOF Image-Guided Venipuncture Robot.,2015,10.1109/tro.2015.2452776,1.3,Sample-based interactive diagnosis,采样式交互诊断,S4,Venipuncture and phlebotomy,静脉穿刺与采血,,S4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tro.2015.2452776,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tro.2016.2522433,Jacobian-Based Iterative Method for Magnetic Localization in Robotic Capsule Endoscopy.,2016,10.1109/tro.2016.2522433,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.ncbi.nlm.nih.gov/pmc/articles/4826733,https://doi.org/10.1109/tro.2016.2522433,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tuffc.2015.2499084,A Robotic Ultrasound Scanner for Automatic Vessel Tracking and Three-Dimensional Reconstruction of B-Mode Images.,2016,10.1109/tuffc.2015.2499084,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tuffc.2015.2499084,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tuffc.2023.3263514,Visual Perception and Convolutional Neural Network-Based Robotic Autonomous Lung Ultrasound Scanning Localization System,2023,10.1109/tuffc.2023.3263514,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/tuffc.2023.3263514,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/tvcg.2025.3549181,Enhancing Patient Acceptance of Robotic Ultrasound through Conversational Virtual Agent and Immersive Visualizations.,2025,10.1109/tvcg.2025.3549181,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.1109/tvcg.2025.3549181,https://doi.org/10.1109/tvcg.2025.3549181,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/wrcsara60131.2023.10261822,Towards Autonomous Robotic Ultrasound Scanning Using the Reinforcement Learning-Based Volumetric Data Navigation Method,2023,10.1109/wrcsara60131.2023.10261822,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/wrcsara60131.2023.10261822,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1109/wrcsara60131.2023.10261827,Towards Automated Ultrasound Scanning Using Vision-Based Navigation: From Physician Skill Learning to Robotic Reproduction,2023,10.1109/wrcsara60131.2023.10261827,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1109/wrcsara60131.2023.10261827,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1111/1751-2980.12718,Emerging next‐generation robotic colonoscopy systems towards painless colonoscopy,2019,10.1111/1751-2980.12718,1.1,Active observational sensing,主动观察式检测,A2,Flexible gastrointestinal endoscopic examination,胃肠柔性内镜检查,,A2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1751-2980.12718,https://doi.org/10.1111/1751-2980.12718,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1111/j.1442-2042.2012.03127.x,Robotic ultrasound probe for tumor identification in robotic partial nephrectomy: Initial series and outcomes.,2013,10.1111/j.1442-2042.2012.03127.x,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1111/j.1442-2042.2012.03127.x,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1115/1.2932434,A Robotic System for Real-Time Tumor Manipulation During Image Guided Breast Biopsy,2008,10.1115/1.2932434,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://medicaldevices.asmedigitalcollection.asme.org/data/journals/jmdoa4/27991/027543_1.pdf,https://doi.org/10.1115/1.2932434,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1115/1.4007100,A Robotic Biopsy Device for Capsule Endoscopy,2012,10.1115/1.4007100,1.3,Sample-based interactive diagnosis,采样式交互诊断,S3,Capsule-based tissue or fluid sampling,胶囊组织或体液采样,A3,A3;S3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1115/1.4007100,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1115/1.4063470,Modeling and Simulation of Robotic Palpation to Detect Subsurface Soft Tissue Anomaly for Presurgical Assessment,2023,10.1115/1.4063470,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://scholarworks.indianapolis.iu.edu/bitstreams/061be47f-8f14-4f3a-a847-112541608306/download,https://doi.org/10.1115/1.4063470,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1115/detc2015-47620,Robotic Assistive Device for Phlebotomy,2015,10.1115/detc2015-47620,1.3,Sample-based interactive diagnosis,采样式交互诊断,S4,Venipuncture and phlebotomy,静脉穿刺与采血,,S4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1115/detc2015-47620,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1115/dmd2017-3391,Towards Recovering a Lost Degree of Freedom in Magnet-Driven Robotic Capsule Endoscopy,2017,10.1115/dmd2017-3391,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://asmedigitalcollection.asme.org/BIOMED/proceedings-pdf/DMD2017/40672/V001T08A011/4449581/v001t08a011-dmd2017-3391.pdf,https://doi.org/10.1115/dmd2017-3391,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1117/12.2255271,Co-robotic ultrasound imaging: a cooperative force control approach,2017,10.1117/12.2255271,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1117/12.2255271,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1117/12.2551118,Feasibility of Robot-Assisted Ultrasound Imaging with Force Feedback for Assessment of Thyroid Diseases.,2020,10.1117/12.2551118,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.ncbi.nlm.nih.gov/pmc/articles/7392820,https://doi.org/10.1117/12.2551118,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1117/12.2580180,Autonomous planning and guidance for convex-probe endobronchial ultrasound bronchoscopy,2021,10.1117/12.2580180,1.1,Active observational sensing,主动观察式检测,A4,Bronchoscopic observation and navigation,支气管镜观察与导航,A1,A1;A4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1117/12.2580180,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1117/12.2609063,"Autonomous robotic alignment enables remote, telehealth OCT, and OCTA retinal imaging",2022,10.1117/12.2609063,1.1,Active observational sensing,主动观察式检测,A5,Optical coherence tomography acquisition,光学相干断层成像采集,,A5,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1117/12.2609063,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1121/10.0037700,Robotic optical coherence elastography system for in vivo 3-D structural imaging and elasticity mapping in skin,2025,10.1121/10.0037700,1.2,Response-based interactive diagnosis,响应式交互诊断,R2,Elastography and stiffness mapping,弹性成像与刚度测绘,A5,A5;R2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1121/10.0037700,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1136/rmdopen-2025-005805,Automated ultrasound system ARTHUR V.2.0 with AI analysis DIANA V.2.0 matches expert rheumatologist in hand joint assessment of rheumatoid arthritis patients.,2025,10.1136/rmdopen-2025-005805,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://rmdopen.bmj.com/content/11/3/e005805.full.pdf,https://doi.org/10.1136/rmdopen-2025-005805,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1136/rmdopen-2025-006099,Diagnostic performance and reliability of robotic ultrasonography and artificial intelligence-driven synovitis assessment in rheumatoid arthritis: results from the Controlled ARTHUR Trial.,2025,10.1136/rmdopen-2025-006099,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://rmdopen.bmj.com/content/11/4/e006099.full.pdf,https://doi.org/10.1136/rmdopen-2025-006099,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1142/s2339547813500064,Portable robot for autonomous venipuncture using 3D near infrared image guidance.,2013,10.1142/s2339547813500064,1.3,Sample-based interactive diagnosis,采样式交互诊断,S4,Venipuncture and phlebotomy,静脉穿刺与采血,,S4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1142/s2339547813500064,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1142/s2339547818500048,Automated end-to-end blood testing at the point-of-care: Integration of robotic phlebotomy with downstream sample processing.,2018,10.1142/s2339547818500048,1.3,Sample-based interactive diagnosis,采样式交互诊断,S4,Venipuncture and phlebotomy,静脉穿刺与采血,,S4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1142/s2339547818500048,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1142/s2339547819500067,First-in-human evaluation of a hand-held automated venipuncture device for rapid venous blood draws.,2019,10.1142/s2339547819500067,1.3,Sample-based interactive diagnosis,采样式交互诊断,S4,Venipuncture and phlebotomy,静脉穿刺与采血,,S4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.ncbi.nlm.nih.gov/pmc/articles/7156113,https://doi.org/10.1142/s2339547819500067,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1142/s2424905x22410100,Development and Testing of a Durable and Novel Breast Phantom for Robotic Autonomous Ultrasound Systems,2022,10.1142/s2424905x22410100,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1142/s2424905x22410100,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1142/s2424905x26500121,Sensory Robotic Cover for Safe Human-Robot Interaction During Autonomous Emergency Ultrasound Triage,2026,10.1142/s2424905x26500121,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1142/s2424905x26500121,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1164/ajrccm-conference.2022.205.1_meetingabstracts.a2097,Combination of ION Robotic Bronchoscopy with Body Vision C-Arm Based Tomography for Optimal Lesion Localization and Sampling,2022,10.1164/ajrccm-conference.2022.205.1_meetingabstracts.a2097,1.3,Sample-based interactive diagnosis,采样式交互诊断,S2,Endoscopic or bronchoscopic biopsy,内镜或支气管镜活检,,S2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1164/ajrccm-conference.2022.205.1_meetingabstracts.a2097,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1177/016173461003200205,Simulation of Autonomous Robotic Multiple-Core Biopsy by 3D Ultrasound Guidance,2010,10.1177/016173461003200205,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.ncbi.nlm.nih.gov/pmc/articles/3018680,https://doi.org/10.1177/016173461003200205,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1177/0278364918779132,Enhanced Real-Time Pose Estimation for Closed-Loop Robotic Manipulation of Magnetically Actuated Capsule Endoscopes.,2018,10.1177/0278364918779132,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,http://hdl.handle.net/11311/1058738,https://doi.org/10.1177/0278364918779132,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1177/11297298231210019,Robotic tomographic ultrasound and artificial intelligence for management of haemodialysis arteriovenous fistulae.,2025,10.1177/11297298231210019,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.1177/11297298231210019,https://doi.org/10.1177/11297298231210019,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1183/23120541.00970-2025,An autonomous bronchoscopy robot controlled by artificial intelligence (BronchoBot) outperforms experienced bronchoscopists in a simulated setting.,2026,10.1183/23120541.00970-2025,1.1,Active observational sensing,主动观察式检测,A4,Bronchoscopic observation and navigation,支气管镜观察与导航,,A4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.1183/23120541.00970-2025,https://doi.org/10.1183/23120541.00970-2025,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.1186/1475-925x-12-47,An optical tracker based robot registration and servoing method for ultrasound guided percutaneous renal access.,2013,10.1186/1475-925x-12-47,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/1475-925X-12-47,https://doi.org/10.1186/1475-925x-12-47,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1186/s10033-024-01009-5,An Automatic Implementation of Oropharyngeal Swab Sampling for Diagnosing Respiratory Infectious Diseases via Soft Robotic End-Effectors,2024,10.1186/s10033-024-01009-5,1.3,Sample-based interactive diagnosis,采样式交互诊断,S5,Swab and cavity-specimen collection,拭子与腔道标本采集,,S5,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://cjme.springeropen.com/counter/pdf/10.1186/s10033-024-01009-5,https://doi.org/10.1186/s10033-024-01009-5,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1186/s12931-026-03713-3,Real-world comparison of shape-sensing robotic-assisted bronchoscopy and virtual bronchoscopic navigation for peripheral pulmonary lesions: a propensity score-matched study,2026,10.1186/s12931-026-03713-3,1.1,Active observational sensing,主动观察式检测,A4,Bronchoscopic observation and navigation,支气管镜观察与导航,,A4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.1186/s12931-026-03713-3,https://doi.org/10.1186/s12931-026-03713-3,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1186/s13244-025-02181-5,Force-controlled robotic ultrasound elastography enhances diagnostic consistency for thyroid nodules.,2026,10.1186/s13244-025-02181-5,1.2,Response-based interactive diagnosis,响应式交互诊断,R2,Elastography and stiffness mapping,弹性成像与刚度测绘,A1,A1;R2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://link.springer.com/content/pdf/10.1186/s13244-025-02181-5.pdf,https://doi.org/10.1186/s13244-025-02181-5,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1364/ol.574598,Depth-enabled fiber-bundle endoscopy for in situ intraluminal robotic navigation,2025,10.1364/ol.574598,1.1,Active observational sensing,主动观察式检测,A2,Flexible gastrointestinal endoscopic examination,胃肠柔性内镜检查,,A2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.1364/ol.574598,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.14309/ctg.0000000000001034,"Magnetically Controlled Capsule Endoscopy: Innovations, Standardized Practice, and Emerging Clinical Roles.",2026,10.14309/ctg.0000000000001034,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.14309/ctg.0000000000001034,https://doi.org/10.14309/ctg.0000000000001034,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.14569/ijacsa.2024.0150879,Real-Time Robotic Force Control for Automation of Ultrasound Scanning,2024,10.14569/ijacsa.2024.0150879,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://thesai.org/Downloads/Volume15No8/Paper_79-Real_Time_Robotic_Force_Control_for_Automation_of_Ultrasound_Scanning.pdf,https://doi.org/10.14569/ijacsa.2024.0150879,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1515/cdbme-2017-0116,Robotic 4D ultrasound solution for real-time visualization and teleoperation,2017,10.1515/cdbme-2017-0116,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,http://www.degruyter.com/downloadpdf/j/cdbme.2017.3.issue-2/cdbme-2017-0116/cdbme-2017-0116.xml,https://doi.org/10.1515/cdbme-2017-0116,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1515/cdbme-2020-0020,Fluoroscopy-guided robotic biopsy intervention system,2020,10.1515/cdbme-2020-0020,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.degruyter.com/document/doi/10.1515/cdbme-2020-0020/pdf,https://doi.org/10.1515/cdbme-2020-0020,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1515/cdbme-2020-0031,Needle placement accuracy in CT-guided robotic post mortem biopsy,2020,10.1515/cdbme-2020-0031,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.degruyter.com/document/doi/10.1515/cdbme-2020-0031/pdf,https://doi.org/10.1515/cdbme-2020-0031,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1515/cdbme-2020-0038,Target tracking accuracy and latency with different 4D ultrasound systems – a robotic phantom study,2020,10.1515/cdbme-2020-0038,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.degruyter.com/document/doi/10.1515/cdbme-2020-0038/pdf,https://doi.org/10.1515/cdbme-2020-0038,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1515/cdbme-2021-2199,Needle insertion planning for obstacle avoidance in robotic biopsy,2021,10.1515/cdbme-2021-2199,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.degruyter.com/document/doi/10.1515/cdbme-2021-2199/pdf,https://doi.org/10.1515/cdbme-2021-2199,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1515/cdbme-2022-0021,Towards a real-time control of robotic ultrasound using haptic force feedback,2022,10.1515/cdbme-2022-0021,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.degruyter.com/document/doi/10.1515/cdbme-2022-0021/pdf,https://doi.org/10.1515/cdbme-2022-0021,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1515/cdbme-2024-0103,Force feedback reduces test time and interaction forces in telemanipulated palpation using a robotic endoscope with series elastic actuated joints.,2024,10.1515/cdbme-2024-0103,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,A2,A2;R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.degruyterbrill.com/document/doi/10.1515/cdbme-2024-0103/pdf,https://doi.org/10.1515/cdbme-2024-0103,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.1515/cdbme-2024-0123,Variational Autoencoder feature clustering for tissue classification in robotic palpation,2024,10.1515/cdbme-2024-0123,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.degruyterbrill.com/document/doi/10.1515/cdbme-2024-0123/pdf,https://doi.org/10.1515/cdbme-2024-0123,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.1515/cdbme-2025-0321,Initial Transducer Placement for Automated Robotic Ultrasound Examinations,2025,10.1515/cdbme-2025-0321,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.degruyterbrill.com/document/doi/10.1515/cdbme-2025-0321/pdf,https://doi.org/10.1515/cdbme-2025-0321,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.15607/rss.2016.xii.018,Closed Loop Control of a Tethered Magnetic Capsule Endoscope.,2016,10.15607/rss.2016.xii.018,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.15607/rss.2016.xii.018,https://doi.org/10.15607/rss.2016.xii.018,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.18196/jrc.v3i1.11659,A New Robotic Application for COVID-19 Specimen Collection Process,2021,10.18196/jrc.v3i1.11659,1.3,Sample-based interactive diagnosis,采样式交互诊断,S5,Swab and cavity-specimen collection,拭子与腔道标本采集,,S5,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://journal.umy.ac.id/index.php/jrc/article/download/11659/6741,https://doi.org/10.18196/jrc.v3i1.11659,Crossref,comparable conservative automated title screen; full-text inclusion pending
