candidate_row_id,task_code,year_reported,title,doi,source_databases,adjudication_status,adjudication_reason,canonical_row_id
1517,A8,2025,The Early Clinical and Radiographic Outcomes of Robotic-Assisted Midline Lumbar Interbody Fusion (MIDLIF) With Expandable Interbody Spacers: A Case Series,10.7759/cureus.82802,OpenAlex,Excluded,Robot performs an intervention; imaging sensor is not the controlled diagnostic device,
1520,A8,2025,The Role of Computed Tomography in Achieving True External Rotation in Robotic Knee Replacement: A Retrospective Analysis of 300 Knees,10.13107/jocr.2025.v15.i02.5304,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1538,A8,2025,Visual Localization for Robotic Bronchoscopy With Transferred Domain: A Fluoroscopy Validation,10.1109/tim.2025.3644537,OpenAlex,Excluded,Robot performs an intervention; imaging sensor is not the controlled diagnostic device,
1542,A8,2025,X-Ray Image Generation for Robotic Radiography: A Case Study on Motion Blur in Drone-Based Wind Turbine Inspections,10.2139/ssrn.5139505,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1549,A8,2026,A comparative study of O-arm navigation-assisted OLIF 360 versus traditional OLIF combined with Mazor Renaissance robot-assisted posterior fixation for single-level lumbar spondylolisthesis: clinical and radiographic outcomes,10.1186/s13018-026-07068-9,OpenAlex,Excluded,Robot performs an intervention; imaging sensor is not the controlled diagnostic device,
1550,A8,2026,A comparative study of clinical and radiographic outcomes in total knee arthroplasty assisted by the CT-free Smith &amp; Nephew CORI robotic system versus the Brainlab Knee3 navigation system,10.1007/s11701-026-03198-8,OpenAlex,Excluded,Robot performs an intervention; imaging sensor is not the controlled diagnostic device,
1552,A8,2026,A synergistic framework for geometric calibration and reconstruction in dual‐arm robotic cone‐beam computed tomography,10.1002/mp.70558,OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1552
1565,A8,2026,"Agreement between planned, robot-validated, and postoperative radiographic posterior tibial slope in ROSA-assisted total knee arthroplasty",10.1097/md.0000000000049767,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1574,A8,2026,Autonomous Skeletal Landmark Localization towards Agentic C-Arm Control,10.1007/s11548-026-03632-0,arXiv,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1574
1593,A8,2026,C77-47 The Impact Of Recovery Achievement On The Value Of Post-tube Chest X-ray After Chest Tube Removal Following Robotic Lung Resection,10.1093/ajrccm/aamag286.218,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1600,A8,2026,Clinical and radiographic outcomes of ROSA robotic-assisted total knee arthroplasty: a retrospective comparison of anatomic (persona) versus symmetric (vanguard) implant designs,10.1007/s11701-026-03705-x,OpenAlex,Excluded,Robot performs an intervention; imaging sensor is not the controlled diagnostic device,
1601,A8,2026,"Clinical, radiographic, and patient-reported outcomes of robotic-assisted versus static computer-assisted implant surgery: a retrospective comparative study",10.1186/s12903-025-07536-4,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1607,A8,2026,Comparing cup implantation errors in total hip arthroplasty following rotational acetabular osteotomy: computed tomography-based navigation versus robotic arm-assisted system,10.1186/s12891-026-09508-3,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1608,A8,2026,Comparison of Radiographic and Patient-Reported Outcomes in Robotic-Assisted Versus Manual Total Knee Arthroplasty Using Medial-Congruent Bearing,10.3390/jcm15020806,OpenAlex,Excluded,Robot performs an intervention; imaging sensor is not the controlled diagnostic device,
1621,A8,2026,Deep-learning based porosities segmentation applied to twin robotic CT images,10.58286/32596,OpenAlex,Excluded,"Industrial, materials, or non-clinical acquisition",
1624,A8,2026,Early Radiographic and Clinical Outcomes of Cementless Robot-Assisted Functional Alignment Total Knee Arthroplasty with Wide Boundary in Elderly Japanese Patients,10.1055/a-2835-3581,OpenAlex,Excluded,Robot performs an intervention; imaging sensor is not the controlled diagnostic device,
1629,A8,2026,Enhanced and express workflows in robotic total hip arthroplasty: A paired accuracy study using radiographic validation,10.1007/s11701-026-03233-8,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1631,A8,2026,Equivalent Functional Recovery and Radiographic Outcomes in Human Immunodeficiency Virus-Positive and -Negative Patients Undergoing Robot-Assisted Total Knee Arthroplasty,10.1016/j.arth.2026.07.004,OpenAlex,Excluded,Robot performs an intervention; imaging sensor is not the controlled diagnostic device,
1636,A8,2026,Feasibility of Augmented Reality-Guided Robotic Ultrasound with Cone-Beam CT Integration for Spine Procedures,10.48550/arxiv.2603.22174,OpenAlex; arXiv,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1638,A8,2026,Fluoroscopy-Constrained Magnetic Robot Control via Zernike-Based Field Modeling and Nonlinear MPC,10.48550/arxiv.2602.15357,OpenAlex; arXiv,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1639,A8,2026,Frameless robotic stereotactic brain biopsy workflow with CT-MRI fusion and CT-to-fluoroscopy registration: Step-by-step technical note and early experience,10.1016/j.bas.2026.105940,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1650,A8,2026,High accuracy of knee alignment following well-balanced image-based robot-assisted total knee arthroplasty; radiographic validation of implant position and knee alignment,10.1016/j.jor.2026.01.018,OpenAlex,Excluded,Robot performs an intervention; imaging sensor is not the controlled diagnostic device,
1655,A8,2026,Iatrogenic coronal-sagittal coupling driven by a 12.4° rotational mismatch in manual total knee arthroplasty and precise decoupling with robotic assistance: a radiographic retrospective cohort study,10.1186/s42836-026-00398-3,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1659,A8,2026,Implementation of Intraoperative Cone-Beam CT (Loop-X) in an Established Robotic-Assisted Pedicle Screw Program: An Epoch-Based Cohort Study,10.3390/jcm15103749,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1662,A8,2026,Integration of a mobile robotic cone beam CT scanner in pediatric neurosurgery,10.1007/s00381-026-07238-4,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1662
1676,A8,2026,Minimally Invasive Treatment of Calcaneal Fractures Based on 3D Fluoroscopic Robot-Assisted Percutaneous Reduction and Screw Fixation Combined With a Novel Circular Distractor,10.1097/bot.0000000000003162,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1684,A8,2026,Neuroendovascular procedures in the hybrid operating room using a monoplane robotic C-arm – feasibility study,10.1016/j.clineuro.2026.109397,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1684
1692,A8,2026,Pulsar Selection Criteria and Performance Evaluation of Autonomous X-ray Pulsar Navigation Systems,,arXiv,Excluded,"Industrial, materials, or non-clinical acquisition",
1695,A8,2026,Radiographic Accuracy and Consistency of Implant Placement Using the ROSA® Knee System in Robotic-Assisted Total Knee Arthroplasty: A Prospective Analysis,10.3390/life16060925,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1699,A8,2026,Real-time three-dimensional robotic C-arm navigation for ventriculoperitoneal shunt placement: a single-center retrospective study,10.1016/j.jocn.2026.111868,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1699
1700,A8,2026,Redefining robotic image-guidance – tomographic visualization of lesions during prostate cancer surgery via gantry-free robotic SPECT,10.1007/s00259-026-07987-z,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1700
1706,A8,2026,Robot-assisted frameless brain biopsy with computed tomography-to-fluoroscopy registration: Step-by-step surgical video,10.25259/sni_158_2026,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1712,A8,2026,Robotic <i>versus</i> cone-beam computed tomography navigation bronchoscopy: propensity-matched analysis of diagnostic yield,10.1183/23120541.01519-2025,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1744,A8,2026,The Impact of Recovery Achievement on the Value of Post-Tube Chest X-Ray After Chest Tube Removal Following Robotic Lung Resection,10.21203/rs.3.rs-9851430/v1,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1746,A8,2026,"The LANCET robotic system improves radiographic alignment and prosthesis positioning in TKA: a multicenter, prospective controlled clinical trial",10.1016/j.advop.2026.02.001,OpenAlex,Excluded,No explicit robot-controlled diagnostic acquisition geometry,
1769,A9,2002,Telepathology in a routine clinical environment: implementation and accuracy of diagnosis by robotic microscopy in a one‐stop breast clinic,10.1002/path.1049,Europe PMC; OpenAlex,Excluded,"Ex-vivo laboratory/pathology microscopy, outside patient-side embodiment",
1775,A9,2009,Primary frozen section diagnosis by robotic microscopy and virtual slide telepathology: the University Health Network experience,10.1016/j.humpath.2009.04.012,Europe PMC; OpenAlex,Excluded,"Ex-vivo laboratory/pathology microscopy, outside patient-side embodiment",
1777,A9,2010,Cytologic evaluation of image-guided fine needle aspiration biopsies via robotic microscopy: A validation study,10.4103/2153-3539.63826,Europe PMC; OpenAlex,Excluded,"Ex-vivo laboratory/pathology microscopy, outside patient-side embodiment",
1782,A9,2012,Evaluation of a Completely Robotized Neurosurgical Operating Microscope,10.1227/neu.0b013e31827235f8,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1782
1784,A9,2012,Robot-assisted transvaginal peritoneoscopy using confocal endomicroscopy: a feasibility study in a porcine model,10.1007/s00464-012-2228-1,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1784
1785,A9,2012,"Robotics and smart instruments for translating endomicroscopy to in situ, in vivo applications",10.1016/j.compmedimag.2012.08.003,Europe PMC; OpenAlex,Excluded,Robot-sensor coupling is absent or not central to the diagnostic observation,
1789,A9,2013,Robotic Autopositioning of the Operating Microscope,10.1227/neu.0000000000000276,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1789
1790,A9,2013,Robotisation de la réalisation de mosaïques d'images endomicroscopiques,,OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1790
1791,A9,2014,MP58-03 INTRAOPERATIVE OPTICAL BIOPSY DURING ROBOTIC-ASSISTED RADICAL PROSTATECTOMY USING CONFOCAL LASER ENDOMICROSCOPY: INITIAL FEASIBILITY STUDY,10.1016/j.juro.2014.02.1819,OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1791
1796,A9,2015,Force adaptive robotically assisted endomicroscopy for intraoperative tumour identification,10.1007/s11548-015-1179-0,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1796
1798,A9,2015,Intraoperative Optical Biopsy during Robotic Assisted Radical Prostatectomy Using Confocal Endomicroscopy,10.1016/j.juro.2015.10.182,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1798
1802,A9,2016,"A Prospective Cohort Evaluation of a Robotic, Auto-Navigating Operating Microscope",10.7759/cureus.662,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1802
1803,A9,2016,Autonomous Scanning for Endomicroscopic Mosaicing and 3D Fusion,10.1109/icra.2017.7989412,arXiv,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1803
1806,A9,2016,Robotics for surgical microscopy,10.25560/46198,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1806
1811,A9,2017,Endomicroscopy for Computer and Robot Assisted Intervention,10.1109/rbme.2017.2686483,Europe PMC; OpenAlex,Excluded,Robot-sensor coupling is absent or not central to the diagnostic observation,
1812,A9,2017,Flexible Robotic Scanning Device for Intraoperative Endomicroscopy in MIS,10.1109/tmech.2017.2700008,OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1812
1815,A9,2017,Microsurgical Clipping of an Anterior Communicating Artery Aneurysm Using a Novel Robotic Visualization Tool in Lieu of the Binocular Operating Microscope: Operative Video,10.1093/ons/opx081,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1815
1819,A9,2018,In Reply: Microsurgical Clipping of an Anterior Communicating Artery Aneurysm Using a Novel Robotic Visualization Tool in Lieu of the Binocular Operating Microscope: Operative Video.,10.1093/ons/opy081,Europe PMC,Excluded,Non-primary publication (review/comment/letter/erratum),
1820,A9,2018,In Vivo Inspection of the Olfactory Epithelium: Feasibility of Robotized Optical Biopsy,10.1007/s10439-018-2076-9,OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1820
1823,A9,2018,Letter: Microsurgical Clipping of an Anterior Communicating Artery Aneurysm Using a Novel Robotic Visualization Tool in Lieu of the Binocular Operating Microscope: Operative Video.,10.1093/ons/opy076,Europe PMC,Excluded,Non-primary publication (review/comment/letter/erratum),
1826,A9,2018,Modular Robotic Scanning Device for Real-Time Gastric Endomicroscopy,10.1007/s10439-018-02156-2,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1826
1827,A9,2018,Online Robust Endomicroscopy Video Mosaicking Using Robot Prior,10.1109/lra.2018.2863372,OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1827
1829,A9,2018,Robotic Scanning Device for Intraoperative Thyroid Gland Endomicroscopy,10.1007/s10439-018-1978-x,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1829
1833,A9,2019,A Miniature Robotic-Assisted Tool for Large Area Endomicroscopy Scanning,10.1115/1.4045647,OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1833
1834,A9,2019,A Novel Semi-Autonomous Control Framework for Retina Confocal Endomicroscopy Scanning.,10.1109/iros40897.2019.8967751,Europe PMC,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1834
1836,A9,2019,En-face optical coherence tomography/fluorescence endomicroscopy for minimally invasive imaging using a robotic scanner,10.1117/1.jbo.24.6.066006,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1836
1837,A9,2019,Hybrid Robot-Assisted Frameworks for Endomicroscopy Scanning in Retinal Surgeries,10.1109/tmrb.2020.2988312,Europe PMC; OpenAlex; arXiv,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1837
1849,A9,2020,The Next Generation Robotic Microscopy for Intraoperative Teleneuropathology Consultation,10.4103/jpi.jpi_2_20,Europe PMC; OpenAlex,Excluded,Robot-sensor coupling is absent or not central to the diagnostic observation,
1851,A9,2021,Confocal endomicroscopy and robot-assisted bronchoplasty integration to treat an endobronchial tumour,10.1093/icvts/ivab135,Europe PMC; OpenAlex,Excluded,Robot-sensor coupling is absent or not central to the diagnostic observation,
1853,A9,2021,Intraoperative resection margins assessment with confocal laser endomicroscopy during robot-assisted radical prostatectomy,10.1016/s0302-2838(21)00809-5,OpenAlex,Excluded,Robot-sensor coupling is absent or not central to the diagnostic observation,
1865,A9,2022,Robotic Navigational Bronchoscopy Combined with Needle-Based Confocal Laser Endomicroscopy: Case Report of a Novel Approach to Diagnose Small Lung Nodules,10.1159/000522515,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1865
1866,A9,2022,Robotic bronchoscopic needle‐based confocal laser endomicroscopy to diagnose peripheral lung nodules,10.1111/resp.14438,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1866
1870,A9,2022,Visualization and Maneuverability Features of a Robotic Arm Three-Dimensional Exoscope and Operating Microscope for Clipping an Unruptured Intracranial Aneurysm: Video Comparison and Technical Evaluation.,10.1227/ons.0000000000000060,Europe PMC,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1870
1873,A9,2023,Real‐time visualization of lung malignancy with needle‐based confocal laser endomicroscopy during shape‐sensing robotic‐assisted bronchoscopy,10.1002/rcr2.1092,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1873
1874,A9,2023,Remotely operated robotic microscopy for rapid diagnosis of bronchoscopic cytology specimens,10.1002/dc.25177,Europe PMC; OpenAlex,Excluded,"Ex-vivo laboratory/pathology microscopy, outside patient-side embodiment",
1878,A9,2023,Toward Robotics-Assisted Endomicroscopy in Percutaneous Needle-Based Interventions,10.1109/tmrb.2023.3337869,OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1878
1881,A9,2024,Distance Regression Enhanced With Temporal Information Fusion and Adversarial Training for Robot-Assisted Endomicroscopy,10.1109/tmi.2024.3405794,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1881
1882,A9,2024,FF-ViT: probe orientation regression for robot-assisted endomicroscopy tissue scanning,10.1007/s11548-024-03113-2,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1882
1893,A9,2025,Stable distance regression via spatial–frequency state space model for robot-assisted endomicroscopy,10.1007/s11548-025-03353-w,Europe PMC; OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1893
1896,A9,2026,C78-04 Needle-based Confocal Laser Endomicroscopy-assisted Lung Nodule Biopsy Using the ION Robotic Bronchoscopy Platform - A Case Report,10.1093/ajrccm/aamag162.3544,OpenAlex,Included,"Robot controls the diagnostic sensor, viewpoint, contact, or acquisition trajectory",1896
1900,A9,2026,"Step-to-Focus Prediction in Robotic Microscopy: A Comparative Study of RNN, LSTM, GRU, and CNN1D Architectures",10.62527/joiv.10.3.4523,OpenAlex,Excluded,Robot-sensor coupling is absent or not central to the diagnostic observation,
