source,source_id,title,abstract,year,doi,record_url,public_full_text_url,public_full_text_identified,publication_type,mechanism_code,task_code,query,sources,source_ids,queries,work_key,task_en,task_cn,screening_decision,screening_reason,screening_level
Europe PMC,34113626,The Detective Value of Magnetically Controlled Robotic Capsule Endoscopy in Patients With Suspected Small Intestinal Disease.,"<b>Objective:</b> To explore the detective value of magnetically controlled robotic capsule endoscopy (MCRCE) in patients with suspected small intestinal disease. <b>Patients and Methods:</b> In total, 1,802 patients with suspected small intestinal disease and negative gastroenteroscopy from Shanghai Jiao Tong University Affiliated Sixth People's Hospital were examined with MCRCE, and the data were collected for further analysis. <b>Results:</b> Among the 1,802 patients who were examined with MCRCE, 974 were diagnosed with small intestinal disease, reaching a positive detection rate of 54.1%. The five most common conditions that were detected include non-specific enteritis in 722 cases (40.1%), small intestinal ulcers in 87 cases (4.8%), abnormal small bowel evacuation in 45 cases (2.5%), small intestinal bleeding in 33 cases (1.8%), and small intestinal yellow spots in 31 cases (1.7%). The running time of the capsules in the small intestine ranged from 85-437 min, with an average of 210.24 ± 89.08 min. No complications, such as intestinal obstruction or capsule retention, were observed in all patients. <b>Conclusion:</b> MCRCE is a safe and non-invasive endoscopic examination with a highly accurate detection rate for small intestinal diseases.",2021,10.3389/fmed.2021.610563,https://openalex.org/W3165614417,https://www.frontiersin.org/articles/10.3389/fmed.2021.610563/pdf,1,research-article; Journal Article,1.1,A3,robotic endoscopy,Europe PMC; OpenAlex,34113626; https://openalex.org/W3165614417,robotic endoscopy,doi:10.3389/fmed.2021.610563,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W2040698961,Robotics in gastrointestinal endoscopy,"Abstract The application of robotics in gastrointestinal endoscopy is a much anticipated technological advancement that is attracting an enormous amount of interest from innovators and end-users alike. Emerging robotics-enhanced endoscopy platforms for performance of various endoscopic interventional procedures are already in development and some are expected to be in the pipeline for commercialization in another few years’ time. In particular, the Master And Slave Transluminal Endoscopic Robot (MASTER) developed by a collaboration between the National University of Singapore and the Nanyang Technological University, Singapore is already in human trials for an endoluminal procedure, endoscopic submucosal dissection (ESD). The results on trials performed on five patients with early gastric neoplasia have demonstrated the feasibility and safety of using the system for such procedure, while also shortening the procedure time. This article will highlight the advantages of robotics innovations in gastrointestinal endoscopy, with the MASTER as an example, and explore some of the many possibilities for future applications of robotics-enhanced endoscopy.",2012,10.4103/0976-5042.95039,https://openalex.org/W2040698961,http://www.thieme-connect.de/products/ejournals/pdf/10.4103/0976-5042.95039.pdf,1,article,1.1,A3,robotic endoscopy,OpenAlex,https://openalex.org/W2040698961,robotic endoscopy,doi:10.4103/0976-5042.95039,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
Europe PMC,26394411,"Intestinal Manometry Force Sensor for Robotic Capsule Endoscopy: An Acute, Multipatient In vivo Animal and Human Study.","<h4>Goal</h4>Development of a new medical device class generally termed robotic capsule endoscopes (RCE) is currently being pursued by multiple research groups. These maneuverable devices will allow minimally invasive diagnosis and treatment of intestinal pathologies. While the intraluminal pressures related to the migrating motor complex (MMC) are well understood, no previous study has measured the active contact forces exerted by the human small bowel wall on a solid, or near solid bolus such as an RCE. Understanding and quantifying the active contact force are critical for the advancement of RCE technology.<h4>Methods</h4>In this study, the authors develop a novel manometric contact force sensor for human studies and validate the feasibility of the design, sterilization method, and minimally invasive surgical procedure in a multianimal study, followed by a multihuman study.<h4>Results</h4>Four porcine tests of the sensor were conducted. The mean porcine myenteric contact force measured using the new sensor is 1.20 ± 0.08 N·cm<sup>-1</sup>. The mean myenteric contact force recorded for all five human test subjects is 0.18 ± 0.33 N·cm<sup>-1</sup>.<h4>Conclusion</h4>This study demonstrates the feasibility of operating an MMC force sensor in a live human with a minimally invasive surgical technique and presents force data necessary for RCE design.<h4>Significance</h4>This study represents the first known myenteric contact force measurements on a solid bolus in the human small intestine.",2016,10.1109/tbme.2015.2479607,https://openalex.org/W2337857680,,0,Journal Article,1.1,A3,robotic endoscopy,Europe PMC; OpenAlex,26394411; https://openalex.org/W2337857680,robotic endoscopy,doi:10.1109/tbme.2015.2479607,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W4411920984,Safe navigation for robotic digestive endoscopy via human intervention-based reinforcement learning,,2025,10.1016/j.eswa.2025.128841,https://openalex.org/W4411920984,,0,article,1.1,A3,robotic endoscopy,OpenAlex,https://openalex.org/W4411920984,robotic endoscopy,doi:10.1016/j.eswa.2025.128841,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W1423846616,Medical Robotics for use in MRI Guided Endoscopy,"Interventional Magnetic Resonance Imaging (MRI) is a developing field that aims to provide intra-operative MRI to a clinician to guide diagnostic or therapeutic medical procedures. MRI provides excellent soft tissue contrast at sub-millimetre resolution in both 2D and 3D without the need for ionizing radiation. Images can be acquired in near real-time for guidance purposes. Operating in the MR environment brings challenges due to the high static magnetic field, switching magnetic field gradients and RF excitation pulses. In addition high field closed bore scanners have spatial constraints that severely limit access to the patient. This thesis presents a system for MRI-guided Endoscopic Retrograde Cholangio-pancreatography (ERCP). This includes a remote actuation system that enables an MRI-compatible endoscope to be controlled whilst the patient is inside the MRI scanner, overcoming the spatial and procedural constraints imposed by the closed scanner bore. The modular system utilises non-magnetic ultrasonic motors and is designed for image-guided user-in-the-loop control. A novel miniature MRI compatible clutch has been incorporated into the design to reduce the need for multiple parallel motors. The actuation system is MRI compatible does not degrade the MR images below acceptable levels. User testing showed that the actuation system requires some degree of training but enables completion of a simulated ERCP procedure with no loss of performance. This was demonstrated using a tailored ERCP simulator and kinematic assessment tool, which was validated with users from a range of skill levels to ensure that it provides an objective measurement of endoscopic skill. Methods of tracking the endoscope in real-time using the MRI scanner are explored and presented here. Use of the MRI-guided ERCP system was shown to improve the operator’s ability to position the endoscope in an experimental environment compared with a standard fluoroscopic-guided system.",2013,10.25560/23924,https://openalex.org/W1423846616,http://hdl.handle.net/10044/1/23924,1,dissertation,1.1,A3,robotic endoscopy,OpenAlex,https://openalex.org/W1423846616,robotic endoscopy,doi:10.25560/23924,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W4386961207,Capsule endoscopy robotics and SLAM technology,"Gastrointestinal diseases are a relatively common disease, and the advent of endoscopic technology is important for the early detection and treatment of this disease. In order to adapt to current medical conditions, endoscopic robots that can move autonomously are known to be the trend of development. Most of the current capsule endoscopic robots use simultaneous localization and mapping SLAM technology to localize the capsule robot and create a map of the intestinal tract. his paper summarizes the classification of capsule endoscopy robots by referring to several articles on capsule endoscopy robots. Their working methods, advantages and disadvantages are analyzed by comparing the various types of capsule endoscopy robots horizontally. This paper also analyses the application of SLAM technology to capsule endoscopy robots. The future development of capsule endoscopy robot is prospected by combining the mainstream SLAM software and hardware technologies today. This provides the development direction for the future development of capsule endoscopy robot.",2023,10.54254/2755-2721/12/20230299,https://openalex.org/W4386961207,https://www.ewadirect.com/proceedings/ace/article/view/4317/pdf,1,article,1.1,A3,robotic endoscopy,OpenAlex,https://openalex.org/W4386961207,robotic endoscopy,doi:10.54254/2755-2721/12/20230299,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W4401936637,Evolution of Robotics in Endoscopy—Past and Future,"Abstract The field of flexible endoscopy has evolved rapidly since the introduction of the semiflexible gastroscope. Now, robotic flexible endoscopy is beginning to gain a foothold and mirror the path that laparoscopy has taken. This review describes the development of platforms that have entered the field over the past two decades—from clever enhancements to existing endoscopes to fully robotic platforms with high-tech teleoperational consoles. These advancements improve upon visualization, articulation, and locomotion to reproduce surgery on a miniature scale—both endoluminally and intracorporeally. The field of robotic flexible endoscopy is highly variegated with a multitude of platforms in development, promising a bright future where minimally invasive procedures become safely accessible to patients worldwide.",2024,10.1055/s-0044-1790195,https://openalex.org/W4401936637,,0,article,1.1,A3,robotic endoscopy,OpenAlex,https://openalex.org/W4401936637,robotic endoscopy,doi:10.1055/s-0044-1790195,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W2384061279,An Active Endoscopy Robotic System for Direct Tracheal Inspection,"The development of active endoscopy techniques is one important area of medical robot.This paper designed a new flexible and active endoscopy robotic system for direct tracheal inspection.The mobile mechanism of the robot is based on the inchworm movement actuated by pneumatic rubber actuator.There are five air chambers controlled independently,by adjusting pressures in air chambers,the robot can move in a straight mode or in a bending mode.The inspection sensors and some therapy surgery tools can be equipped in the front of the robot.The prototype was made and its mechanical characteristics were analyzed.The robot could move smoothly in a small plastic tube,and the robot is respectable to be used for inspection in human trachea directly.",2007,,https://openalex.org/W2384061279,,0,article,1.1,A3,robotic endoscopy,OpenAlex,https://openalex.org/W2384061279; https://openalex.org/W980016874,robotic endoscopy,title:anactiveendoscopyroboticsystemfordirecttrachealinspection,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W3112204213,Interventional Status Awareness Based Manipulating Strategy for Robotic Soft Endoscopy,"Traditional soft endoscopy is operated with naked eyes and use of hands. Robotic soft endoscopy frees the hands of endoscopists, which reduces the labor-intensity and complexity of operation and improves the operational accuracy of endoscope, but it¢‚¬„¢s hardly to be reliably performed because the operator lacks of situational awareness of endoscopic interventional status when the hands are detached from the endoscope. This paper first presents a method to perceive the interventional status of endoscope based on image processing, the interventional status includes insertion length and velocity. A manipulating strategy was designed according to the perceived endoscope interventional status and construction parameters of dual robotic arms in order to achieve reliable interventional endoscopy. Human phantom experiments are carried out to verify the effectiveness and feasibility of the proposed interventional status awareness method and manipulating strategy. The results show that the robotic soft endoscopy can be well performed with the ability of interventional status awareness and coordinated manipulation of dual arms. The perceived insertion length indicates the position of the tip of endoscope in human body and the designed manipulating strategy is effective in endoscopic shape retention and torque transmission.",2019,10.31875/2409-9694.2019.06.1,https://openalex.org/W3112204213,https://www.zealpress.com/jms/index.php/ijrat/article/download/241/141,1,article,1.1,A3,robotic endoscopy,OpenAlex,https://openalex.org/W3112204213,robotic endoscopy,doi:10.31875/2409-9694.2019.06.1,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W3023407444,PTH-051 Eye gaze-controlled robotic flexible endoscopy: a feasibility study,"<h3>Introduction</h3> A gaze-controlled robotic endoscope is innovative technology with myriad potential applications in the rapidly advancing field of flexible endoscopy. Improvements to the current flexible device to allow examination of the gastrointestinal tract whilst minimising procedural discomfort and complications are desirable. <h3>Methods</h3> Users are able to control endoscope movements without handling the device. A flexible gastroscope (Karl Storz 13801 PKS) was attached to a UR5 6 axis robotic arm (Universal Robots), mounted onto a rail and placed on top of a surgical table. Two cogwheel shaped dials were 3D printed and placed onto the up/down and left/right wheels on the head of the gastroscope (Figure 1a). Robotization of these controls was achieved by using two motors (DYNAMIXEL RX-24F) to steer the distal tip. This system allows users to operate a robotised flexible endoscope using eye gaze control. Gaze interaction with the screen was based on a 3D gaze framework we developed with the synergy of conventional wearable eye-tracking glasses, a motion capture system and fixed in space RGB-D cameras for 3D reconstruction of the environment. The eye gaze technology was calibrated for each user prior to the task. The distal tip of the gastroscope was controlled using eye gaze technology. The UR5 robot was used to enable shaft rotation. This was initiated by fixed head movements left and right rotating the shaft clockwise/anticlockwise. Linear movements of the gastroscope were triggered using a joystick handle (up for forward movement, down for endoscope withdrawal). Pause and automatic retroflexion of the endoscope are achieved by moving the joystick left and right respectively. Users were asked to navigate an endoscope through an UGIT model (Chamberlain group) simulating a diagnostic gastroscopy using gaze control and targeting ten points scattered through the stomach (Figure 1b). <h3>Results</h3> Four expert endoscopists and one novice used gaze control to successfully navigate a gastroscope through the simulated UGIT. All were able to independently intubate the oesophagus and accurately locate ten targets placed in the fundus, body, antrum and pylorus of the stomach without touching the endoscope. <h3>Conclusions</h3> Gaze control endoscopy is a feasible concept. It allows ergonomic, user-friendly and intuitive control whilst maintaining the benefits of a flexible endoscope.",2019,10.1136/gutjnl-2019-bsgabstracts.76,https://openalex.org/W3023407444,https://gut.bmj.com/content/gutjnl/68/Suppl_2/A38.2.full.pdf,1,conference-abstract,1.1,A3,robotic endoscopy,OpenAlex,https://openalex.org/W3023407444,robotic endoscopy,doi:10.1136/gutjnl-2019-bsgabstracts.76,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W2609523966,Towards Recovering a Lost Degree of Freedom in Magnet-Driven Robotic Capsule Endoscopy,"Flexible endoscopy, a procedure during which an operator pushes a semi-rigid endoscope through a patient’s gastrointestinal tract, has been the gold-standard screening method for colon cancer screening (colonoscopy) for over 50 years. Owing to the large amounts of tissue stress that result from the need for transmitting a force to the tip of the endoscope while the device wraps through the bowel, implementing a front-actuated endoscopy system has been a popular area of research [1]. The pursuit of such a concept was accelerated by the advent of ingestible capsule endoscopes, which, since then, have been augmented by researchers to include therapeutic capabilities, modalities for maneuverability, amongst other diagnostic functions [2]. One of the more common approaches investigated has been the use of magnetic fields to apply forces and torques to steer the tip of an endoscope [3]. Recent efforts in magnetic actuation have resulted in the use of robot manipulators with permanent magnets at their end effectors that are used to manipulate endoscopes with embedded permanent magnets. Recently, we implemented closed loop control of a tethered magnetic capsule by using real-time magnetic localization and the linearization of a magnetic wrench applied to the capsule by the actuating magnet [4]. This control was implemented in 2 degrees-of-freedom (DoF) in position (in the horizontal plane) and 2 DoF in orientation (panning and tilting). One DoF in position is lost owing to the tethered capsule being actuated in air and thus lacking a restoring force to counter the high field gradient. The 3rd orientation DoF is lost owing to the axial symmetry of the permanent magnet in the capsule; this prevents the application of torque in the axial direction and thus controlled roll and introduces a singularity in the capsule’s actuation. Although another dipole could be used to eliminate this singularity, this would complicate both the actuation and localization methods. In this manuscript, we consider the consequences of the embedded magnet (EM) being radially offset from the center of the capsule while being manipulated by an external actuating magnet (AM). We have developed a tethered capsule endoscope that contains a cylindrical EM (11.11 mm in length and diameter) with a residual flux density of 1.48 T that is offset by 1.85 mm from the center of the capsule; a distance that is less than 10% of the capsule diameter. Our investigation into the topic results from repeated observation of the capsule’s preference to align such that the internal magnet is closest to the actuating magnet (AM). The AM is a cylindrical magnet (101.6 mm in length and diameter) with a residual flux density of 1.48 T that is mounted at the end effector of a 6 DoF manipulator, as seen in Figure 1. In this manuscript, we evaluate the torqueing effects of the presence of this magnet offset with the goal of determining whether the torque effect is negligible, or impacts capsule motion and thus can potentially be used for the benefit of endoscope manipulation. A concept schematic of this effect is shown in Figure 2. A discussion of how to use this torque is beyond the scope of this manuscript. To the authors’ knowledge, the use of such concept in permanent-magnet based control has not been investigated.",2017,10.1115/dmd2017-3391,https://openalex.org/W2609523966,https://asmedigitalcollection.asme.org/BIOMED/proceedings-pdf/DMD2017/40672/V001T08A011/4449581/v001t08a011-dmd2017-3391.pdf,1,conference-paper,1.1,A3,robotic endoscopy,OpenAlex,https://openalex.org/W2609523966,robotic endoscopy,doi:10.1115/dmd2017-3391,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W4390973349,"A Highly Distensible, Cable Loop-Driven Soft Robotic Gastric Simulator for Endoscopy Training","With the increased demand for endoscopic diagnosis in the upper gastrointestinal (GI) tract, gastric simulators have been developed for endoscopy training. However, most of them remain nonideal due to their static and nondistensible nature. This paper presents a new soft robotic gastric simulator, comprising mainly of a silicone-based stomach model that mimics the size and inner surface condition of a human stomach. It also features peristaltic effect on its stomach wall via five cable loop-driven mechanisms, sphincter mechanisms at two ends of the stomach model, and structural pathology phantoms that can be magnetically controlled for multi-location deployment. Finite element simulation of the stomach behavior was performed under different insufflation pressures to determine the cable loop mechanism design parameters. During the simulator evaluation, the performances of the sphincters and cable loop mechanisms were first characterized. The simulator was then actuated to provide sequential contraction across the stomach model at different contraction ratios, leading to intragastric pressures similar to those reported in the literature. Finally, a preliminary user study was performed to face validate the simulator in terms of its realism, usability, and usefulness for endoscopy training. It is envisioned that the soft robotic gastric simulator could be adopted in endoscopy training programs to replace the use of animal models.",2024,10.1142/s2424905x23500058,https://openalex.org/W4390973349,,0,article,1.1,A3,robotic endoscopy,OpenAlex,https://openalex.org/W4390973349,robotic endoscopy,doi:10.1142/s2424905x23500058,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W7114988987,DRENDS: A Dataset for Depth in Robotic Endoscopy with Dynamic Scenarios,"Depth perception in robotic minimally invasive surgery remains a critical challenge for many downstream tasks, demanding advanced depth estimation techniques and ground truth data for their validation. Current datasets lack data with ground-truth depth information in dynamic scenarios; therefore, we present DRENDS (Depth in Robotic Endoscopy with Dynamic Scenarios), a novel dataset comprising sequences of high-resolution stereo images captured during the robotic laparoscopic manipulation of a human phantom and ex vivo porcine tissue, along with ground-truth point clouds for each frame and calibration data. The data were collected under three illumination conditions and across different anatomies involving tissue manipulation and non-rigid deformations. Our code for rectifying stereo images, handling camera-perspective occlusions, and obtaining depth maps per frame is open source for reproducibility and easy adaptation. Finally, we also conduct baseline evaluations using state-of-the-art (SotA) depth estimation models to establish benchmark performance on our dataset. The results and data highlight the challenges and potential of metric temporally consistent depth estimation in robotic surgery, encouraging further advancements in tissue deformation prediction for medical applications. We publicly release DRENDS to foster innovation and collaboration in this critical field.",2025,10.5281/zenodo.17598452,https://openalex.org/W7114988987,https://doi.org/10.5281/zenodo.17598452,1,dataset,1.1,A3,robotic endoscopy,OpenAlex,https://openalex.org/W7114988987,robotic endoscopy,doi:10.5281/zenodo.17598452,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W4288740036,Panorama mapping of the colon – a phantom study with robotic endoscopy,"Abstract When documenting colonoscopic examinations, the challenge arises, that the exact location of the detected lesions (such as polyps) can usually only be determined with low precision. In order to improve the image-based documentation of such lesions with respect to their location and context, a system is currently investigated and developed, allowing the creation of a panoramic map of the interior of the colon’s lumen during an endoscopic examination. To evaluate the proposed algorithms, a 3D-printed colon phantom with known geometry has been developed. Furthermore, to obtain image sequences with precise and known motion during a simulated examination for test purposes, a robot was used to perform the insertion and withdrawal of the endoscope with constant speed and a steady viewing angle. The thus obtained image data is used to generate an ideal panoramic map using our the proposed stitching algorithm. Hence, it is possible to obtain reference maps of the phantom, which can be used to evaluate the quality of the algorithm.",2022,10.1515/cdbme-2022-0029,https://openalex.org/W4288740036,https://www.degruyter.com/document/doi/10.1515/cdbme-2022-0029/pdf,1,article,1.1,A3,robotic endoscopy,OpenAlex,https://openalex.org/W4288740036,robotic endoscopy,doi:10.1515/cdbme-2022-0029,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
Europe PMC,42575900,A Dataset for Depth in Robotic Endoscopy with Dynamic Scenarios (DRENDS).,"Depth perception in robotic minimally invasive surgery remains a critical challenge for many downstream tasks, demanding advanced depth estimation techniques and ground truth data for their validation. Current datasets lack data with ground-truth depth information in dynamic scenarios; therefore, we present DRENDS (Depth in Robotic Endoscopy with Dynamic Scenarios)<sup>1</sup>, a novel dataset comprising sequences of high-resolution stereo images captured during the robotic laparoscopic manipulation of a human phantom and ex vivo porcine tissue, along with ground-truth point clouds for each frame and calibration data. The data were collected under three illumination conditions and across different anatomies involving tissue manipulation and non-rigid deformations. Our code for rectifying stereo images, handling camera-perspective occlusions, and obtaining depth maps per frame is open source for reproducibility and easy adaptation. Finally, we also conduct baseline evaluations using state-of-the-art depth estimation models to establish benchmark performance on our dataset. The results and data highlight the challenges and potential of metric temporally consistent depth estimation in robotic surgery, encouraging further advancements in tissue deformation prediction for medical applications. We publicly release DRENDS<sup>1</sup> to foster innovation and collaboration in this critical field.",2026,10.1038/s41597-026-07775-2,https://openalex.org/W7202072915,https://doi.org/10.1038/s41597-026-07775-2,1,Dataset; Journal Article,1.1,A3,robotic endoscopy,Europe PMC; OpenAlex,42575900; https://openalex.org/W7202072915,robotic endoscopy,doi:10.1038/s41597-026-07775-2,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W7162066848,A Soft Everting Pneumatic Deployment Cap for Secure Payload Delivery in Robotic Endoscopy,"Payload delivery in endoscopic and robotic interventions has the potential to extend diagnostic and therapeutic capabilities through selective deployment of drugs, micro-robots or other medical devices. However, reliably delivering small and delicate objects through long tool channels associated with flexible instruments or continuum robot platforms remains challenging. Approaches that retain payloads at the tool tip and enable selective deployment represent a promising solution. Previous systems following this strategy have commonly relied on complex magnetically triggered designs or material changes to deliver cargo on demand. These can be slow to trigger or require specific payload designs, limiting versatility. In this work, we propose a fully soft pneumatically driven deployment cap based on a hybrid combination of an eversion skin and an elastomer body. We introduce the concept, develop a model capturing the deployment profile, and present a prototype design of 13.5 mm diameter, 26 mm length, and 2.5 g. We demonstrate repeatable deployment of various objects within the scale range of $2-5 \mathrm{~mm}$, and show sequential delivery of two objects in a simulated endoscopic task in under 45 s.",2026,10.1109/robosoft67810.2026.11522905,https://openalex.org/W7162066848,https://eprints.whiterose.ac.uk/id/eprint/241426/1/A_Soft_Everting_Pneumatic_Deployment_Cap_for_Secure_Payload_Delivery_in_Robotic_Endoscopy%28SUB%29.pdf,1,conference-paper,1.1,A3,robotic endoscopy,OpenAlex,https://openalex.org/W7162066848,robotic endoscopy,doi:10.1109/robosoft67810.2026.11522905,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
Europe PMC,41979820,Enhanced distance perception in automated robotic endoscopy through scale-aware monocular depth estimation.,"<h4>Purpose</h4>The increasing demand for distance perception in surgical robotic systems is crucial for ensuring safe and effective operations in minimally invasive procedures. Accurate distance awareness allows surgical robots to autonomously navigate complex anatomical structures, particularly in endoscopic environments with limited visual feedback. Existing distance estimation methods often rely on expensive sensors that can pose safety risks and are ineffective under these conditions. To address this challenge, this work develops a monocular image-based framework leveraging geometric modeling and long-term tracking technologies to enable accurate distance measurements from a monocular camera, enhancing current endoscopic practices.<h4>Methods</h4>The proposed approach introduces an endoscopic image-based pipeline designed to estimate high-quality, scale-aware depth from monocular endoscopic scenes. This pipeline utilizes surgical instruments with cylindrical shafts of known radius as geometric constraints to recover absolute scale. An automatic module is designed for continuous tracking of specific tissue regions and instruments within the scene, allowing for precise distance calculations between various objects.<h4>Results</h4>Compared to state-of-the-art baselines, the depth model reduces mean absolute error from 8.56 mm to 6.35 mm and improves accuracy from 76.9% to 88.0%, while achieving near-perfect absolute scale estimation. The overall framework attains average distance errors between 4.7 and 6.4 mm across multiple measurement types, demonstrating reliable and efficient performance in complex endoscopic scenarios.<h4>Conclusion</h4>We present a novel image-based distance perception framework aimed at enhancing surgical robot automation. The framework facilitates efficient measurements of various objects within endoscopic views. Through multiple distance-augmented endoscopic videos, we demonstrate the potential of our work to benefit robotic surgery tasks, including automatic navigation.",2026,10.1007/s11548-026-03591-6,https://openalex.org/W7154251238,https://link.springer.com/content/pdf/10.1007/s11548-026-03591-6.pdf,1,research-article; Journal Article,1.1,A3,robotic endoscopy,Europe PMC; OpenAlex,41979820; https://openalex.org/W7154251238,robotic endoscopy,doi:10.1007/s11548-026-03591-6,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W4417537656,EndoMUST: Monocular Depth Estimation for Robotic Endoscopy via End-to-end Multi-step Self-supervised Training,"Monocular depth estimation and ego-motion estimation are significant tasks for scene perception and navigation in stable, accurate and efficient robot-assisted endoscopy. To tackle lighting variations and sparse textures in endoscopic scenes, multiple techniques including optical flow, appearance flow and intrinsic image decomposition have been introduced into the existing methods. However, the effective training strategy for multiple modules are still critical to deal with both illumination issues and information interference for self-supervised depth estimation in endoscopy. Therefore, a novel framework with multistep efficient finetuning is proposed in this work. In each epoch of end-to-end training, the process is divided into three steps, including optical flow registration, multiscale image decomposition and multiple transformation alignments. At each step, only the related networks are trained without interference of irrelevant information. Based on parameter-efficient finetuning on the foundation model, the proposed method achieves state-of-the-art performance on self-supervised depth estimation on SCARED dataset and zero-shot depth estimation on Hamlyn dataset, with 4\%$\sim$10\% lower error. The evaluation code of this work has been published on https://github.com/BaymaxShao/EndoMUST.",2025,10.48550/arxiv.2506.16017,https://openalex.org/W4417537656,https://arxiv.org/pdf/2506.16017,1,preprint,1.1,A3,robotic endoscopy,OpenAlex,https://openalex.org/W4417537656,robotic endoscopy,doi:10.48550/arxiv.2506.16017,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
