task_code,domain,task,paper_key,title,year,doi,sources,record_url,public_full_text_identified,best_public_url,screening_level
A1,Active observational sensing,Robotic ultrasound,doi:10.1109/tmrb.2025.3590471,Echo-Robot: Semi-Autonomous Cardiac Ultrasound Image Acquisition Using AI and Robotics,2025,10.1109/tmrb.2025.3590471,Crossref,https://doi.org/10.1109/tmrb.2025.3590471,no,,conservative automated title screen
R2,Response-based interactive diagnosis,Robotic elastography/stiffness mapping,doi:10.1109/tmrb.2026.3681001,Multimodal Cross-Attention Fusion of B-Mode Ultrasound and Strain Elastography for Tumor Segmentation in Robotics-Assisted Surgery.,2026,10.1109/tmrb.2026.3681001,Europe PMC; OpenAlex,https://doi.org/10.1109/tmrb.2026.3681001,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC13256326/,conservative automated title screen
R1,Response-based interactive diagnosis,Robotic palpation,doi:10.1109/tro.2015.2402531,Methods to Segment Hard Inclusions in Soft Tissue During Autonomous Robotic Palpation,2015,10.1109/tro.2015.2402531,Crossref; OpenAlex,https://doi.org/10.1109/tro.2015.2402531,no,,conservative automated title screen
S4,Sample-based interactive diagnosis,Robotic venipuncture/phlebotomy,doi:10.1109/tro.2015.2452776,The System Design and Evaluation of a 7-DOF Image-Guided Venipuncture Robot.,2015,10.1109/tro.2015.2452776,Europe PMC; OpenAlex,https://doi.org/10.1109/tro.2015.2452776,no,,conservative automated title screen
A3,Active observational sensing,Active/magnetic capsule endoscopy,doi:10.1109/tro.2016.2522433,Jacobian-Based Iterative Method for Magnetic Localization in Robotic Capsule Endoscopy.,2016,10.1109/tro.2016.2522433,Europe PMC,https://doi.org/10.1109/tro.2016.2522433,yes,https://www.ncbi.nlm.nih.gov/pmc/articles/4826733,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1109/tuffc.2015.2499084,A Robotic Ultrasound Scanner for Automatic Vessel Tracking and Three-Dimensional Reconstruction of B-Mode Images.,2016,10.1109/tuffc.2015.2499084,Europe PMC; OpenAlex,https://doi.org/10.1109/tuffc.2015.2499084,no,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1109/tuffc.2023.3263514,Visual Perception and Convolutional Neural Network-Based Robotic Autonomous Lung Ultrasound Scanning Localization System,2023,10.1109/tuffc.2023.3263514,Crossref,https://doi.org/10.1109/tuffc.2023.3263514,no,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1109/tvcg.2025.3549181,Enhancing Patient Acceptance of Robotic Ultrasound through Conversational Virtual Agent and Immersive Visualizations.,2025,10.1109/tvcg.2025.3549181,Europe PMC; OpenAlex,https://doi.org/10.1109/tvcg.2025.3549181,yes,https://doi.org/10.1109/tvcg.2025.3549181,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1109/wrcsara60131.2023.10261822,Towards Autonomous Robotic Ultrasound Scanning Using the Reinforcement Learning-Based Volumetric Data Navigation Method,2023,10.1109/wrcsara60131.2023.10261822,Crossref; OpenAlex,https://doi.org/10.1109/wrcsara60131.2023.10261822,no,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1109/wrcsara60131.2023.10261827,Towards Automated Ultrasound Scanning Using Vision-Based Navigation: From Physician Skill Learning to Robotic Reproduction,2023,10.1109/wrcsara60131.2023.10261827,Crossref; OpenAlex,https://doi.org/10.1109/wrcsara60131.2023.10261827,no,,conservative automated title screen
A2,Active observational sensing,Robotic endoscopy inspection,doi:10.1111/1751-2980.12718,Emerging next‐generation robotic colonoscopy systems towards painless colonoscopy,2019,10.1111/1751-2980.12718,Crossref; OpenAlex,https://doi.org/10.1111/1751-2980.12718,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1751-2980.12718,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1111/j.1442-2042.2012.03127.x,Robotic ultrasound probe for tumor identification in robotic partial nephrectomy: Initial series and outcomes.,2013,10.1111/j.1442-2042.2012.03127.x,Europe PMC; OpenAlex,https://doi.org/10.1111/j.1442-2042.2012.03127.x,no,,conservative automated title screen
S1,Sample-based interactive diagnosis,Robotic percutaneous/core biopsy,doi:10.1115/1.2932434,A Robotic System for Real-Time Tumor Manipulation During Image Guided Breast Biopsy,2008,10.1115/1.2932434,Crossref,https://doi.org/10.1115/1.2932434,yes,https://medicaldevices.asmedigitalcollection.asme.org/data/journals/jmdoa4/27991/027543_1.pdf,conservative automated title screen
A3,Active observational sensing,Active/magnetic capsule endoscopy,doi:10.1115/1.4007100,A Robotic Biopsy Device for Capsule Endoscopy,2012,10.1115/1.4007100,Crossref; OpenAlex,https://doi.org/10.1115/1.4007100,no,,conservative automated title screen
S3,Sample-based interactive diagnosis,Capsule tissue/fluid sampling,doi:10.1115/1.4007100,A Robotic Biopsy Device for Capsule Endoscopy,2012,10.1115/1.4007100,Crossref; OpenAlex,https://doi.org/10.1115/1.4007100,no,,conservative automated title screen
R1,Response-based interactive diagnosis,Robotic palpation,doi:10.1115/1.4063470,Modeling and Simulation of Robotic Palpation to Detect Subsurface Soft Tissue Anomaly for Presurgical Assessment,2023,10.1115/1.4063470,Crossref; OpenAlex,https://doi.org/10.1115/1.4063470,yes,https://scholarworks.indianapolis.iu.edu/bitstreams/061be47f-8f14-4f3a-a847-112541608306/download,conservative automated title screen
S4,Sample-based interactive diagnosis,Robotic venipuncture/phlebotomy,doi:10.1115/detc2015-47620,Robotic Assistive Device for Phlebotomy,2015,10.1115/detc2015-47620,Crossref,https://doi.org/10.1115/detc2015-47620,no,,conservative automated title screen
A3,Active observational sensing,Active/magnetic capsule endoscopy,doi:10.1115/dmd2017-3391,Towards Recovering a Lost Degree of Freedom in Magnet-Driven Robotic Capsule Endoscopy,2017,10.1115/dmd2017-3391,Crossref,https://doi.org/10.1115/dmd2017-3391,yes,https://asmedigitalcollection.asme.org/BIOMED/proceedings-pdf/DMD2017/40672/V001T08A011/4449581/v001t08a011-dmd2017-3391.pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1117/12.2255271,Co-robotic ultrasound imaging: a cooperative force control approach,2017,10.1117/12.2255271,Crossref; OpenAlex,https://doi.org/10.1117/12.2255271,no,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1117/12.2551118,Feasibility of Robot-Assisted Ultrasound Imaging with Force Feedback for Assessment of Thyroid Diseases.,2020,10.1117/12.2551118,Europe PMC; OpenAlex,https://doi.org/10.1117/12.2551118,yes,https://www.ncbi.nlm.nih.gov/pmc/articles/7392820,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1117/12.2580180,Autonomous planning and guidance for convex-probe endobronchial ultrasound bronchoscopy,2021,10.1117/12.2580180,Crossref,https://doi.org/10.1117/12.2580180,no,,conservative automated title screen
A4,Active observational sensing,Robotic bronchoscopy navigation,doi:10.1117/12.2580180,Autonomous planning and guidance for convex-probe endobronchial ultrasound bronchoscopy,2021,10.1117/12.2580180,Crossref,https://doi.org/10.1117/12.2580180,no,,conservative automated title screen
A5,Active observational sensing,Robotic OCT,doi:10.1117/12.2609063,"Autonomous robotic alignment enables remote, telehealth OCT, and OCTA retinal imaging",2022,10.1117/12.2609063,Crossref,https://doi.org/10.1117/12.2609063,no,,conservative automated title screen
A5,Active observational sensing,Robotic OCT,doi:10.1121/10.0037700,Robotic optical coherence elastography system for in vivo 3-D structural imaging and elasticity mapping in skin,2025,10.1121/10.0037700,Crossref,https://doi.org/10.1121/10.0037700,no,,conservative automated title screen
R2,Response-based interactive diagnosis,Robotic elastography/stiffness mapping,doi:10.1121/10.0037700,Robotic optical coherence elastography system for in vivo 3-D structural imaging and elasticity mapping in skin,2025,10.1121/10.0037700,Crossref,https://doi.org/10.1121/10.0037700,no,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1136/rmdopen-2025-005805,Automated ultrasound system ARTHUR V.2.0 with AI analysis DIANA V.2.0 matches expert rheumatologist in hand joint assessment of rheumatoid arthritis patients.,2025,10.1136/rmdopen-2025-005805,Europe PMC; OpenAlex,https://doi.org/10.1136/rmdopen-2025-005805,yes,https://rmdopen.bmj.com/content/11/3/e005805.full.pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1136/rmdopen-2025-006099,Diagnostic performance and reliability of robotic ultrasonography and artificial intelligence-driven synovitis assessment in rheumatoid arthritis: results from the Controlled ARTHUR Trial.,2025,10.1136/rmdopen-2025-006099,Europe PMC,https://doi.org/10.1136/rmdopen-2025-006099,yes,https://rmdopen.bmj.com/content/11/4/e006099.full.pdf,conservative automated title screen
S4,Sample-based interactive diagnosis,Robotic venipuncture/phlebotomy,doi:10.1142/s2339547813500064,Portable robot for autonomous venipuncture using 3D near infrared image guidance.,2013,10.1142/s2339547813500064,Europe PMC; OpenAlex,https://doi.org/10.1142/s2339547813500064,no,,conservative automated title screen
S4,Sample-based interactive diagnosis,Robotic venipuncture/phlebotomy,doi:10.1142/s2339547818500048,Automated end-to-end blood testing at the point-of-care: Integration of robotic phlebotomy with downstream sample processing.,2018,10.1142/s2339547818500048,Europe PMC; OpenAlex,https://doi.org/10.1142/s2339547818500048,no,,conservative automated title screen
S4,Sample-based interactive diagnosis,Robotic venipuncture/phlebotomy,doi:10.1142/s2339547819500067,First-in-human evaluation of a hand-held automated venipuncture device for rapid venous blood draws.,2019,10.1142/s2339547819500067,Europe PMC; OpenAlex,https://doi.org/10.1142/s2339547819500067,yes,https://www.ncbi.nlm.nih.gov/pmc/articles/7156113,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1142/s2424905x22410100,Development and Testing of a Durable and Novel Breast Phantom for Robotic Autonomous Ultrasound Systems,2022,10.1142/s2424905x22410100,Crossref; OpenAlex,https://doi.org/10.1142/s2424905x22410100,no,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1142/s2424905x26500121,Sensory Robotic Cover for Safe Human-Robot Interaction During Autonomous Emergency Ultrasound Triage,2026,10.1142/s2424905x26500121,Crossref,https://doi.org/10.1142/s2424905x26500121,no,,conservative automated title screen
S2,Sample-based interactive diagnosis,Robotic endoscopic/bronchoscopic biopsy,doi:10.1164/ajrccm-conference.2022.205.1_meetingabstracts.a2097,Combination of ION Robotic Bronchoscopy with Body Vision C-Arm Based Tomography for Optimal Lesion Localization and Sampling,2022,10.1164/ajrccm-conference.2022.205.1_meetingabstracts.a2097,Crossref,https://doi.org/10.1164/ajrccm-conference.2022.205.1_meetingabstracts.a2097,no,,conservative automated title screen
S1,Sample-based interactive diagnosis,Robotic percutaneous/core biopsy,doi:10.1177/016173461003200205,Simulation of Autonomous Robotic Multiple-Core Biopsy by 3D Ultrasound Guidance,2010,10.1177/016173461003200205,Crossref,https://doi.org/10.1177/016173461003200205,yes,https://www.ncbi.nlm.nih.gov/pmc/articles/3018680,conservative automated title screen
A3,Active observational sensing,Active/magnetic capsule endoscopy,doi:10.1177/0278364918779132,Enhanced Real-Time Pose Estimation for Closed-Loop Robotic Manipulation of Magnetically Actuated Capsule Endoscopes.,2018,10.1177/0278364918779132,Europe PMC,https://doi.org/10.1177/0278364918779132,yes,http://hdl.handle.net/11311/1058738,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1177/11297298231210019,Robotic tomographic ultrasound and artificial intelligence for management of haemodialysis arteriovenous fistulae.,2025,10.1177/11297298231210019,Europe PMC,https://doi.org/10.1177/11297298231210019,yes,https://doi.org/10.1177/11297298231210019,conservative automated title screen
A4,Active observational sensing,Robotic bronchoscopy navigation,doi:10.1183/23120541.00970-2025,An autonomous bronchoscopy robot controlled by artificial intelligence (BronchoBot) outperforms experienced bronchoscopists in a simulated setting.,2026,10.1183/23120541.00970-2025,Europe PMC,https://doi.org/10.1183/23120541.00970-2025,yes,https://doi.org/10.1183/23120541.00970-2025,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1186/1475-925x-12-47,An optical tracker based robot registration and servoing method for ultrasound guided percutaneous renal access.,2013,10.1186/1475-925x-12-47,Europe PMC; OpenAlex,https://doi.org/10.1186/1475-925x-12-47,yes,https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/1475-925X-12-47,conservative automated title screen
S5,Sample-based interactive diagnosis,Robotic swab/specimen collection,doi:10.1186/s10033-024-01009-5,An Automatic Implementation of Oropharyngeal Swab Sampling for Diagnosing Respiratory Infectious Diseases via Soft Robotic End-Effectors,2024,10.1186/s10033-024-01009-5,Crossref,https://doi.org/10.1186/s10033-024-01009-5,yes,https://cjme.springeropen.com/counter/pdf/10.1186/s10033-024-01009-5,conservative automated title screen
A4,Active observational sensing,Robotic bronchoscopy navigation,doi:10.1186/s12931-026-03713-3,Real-world comparison of shape-sensing robotic-assisted bronchoscopy and virtual bronchoscopic navigation for peripheral pulmonary lesions: a propensity score-matched study,2026,10.1186/s12931-026-03713-3,Crossref,https://doi.org/10.1186/s12931-026-03713-3,yes,https://doi.org/10.1186/s12931-026-03713-3,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1186/s13244-025-02181-5,Force-controlled robotic ultrasound elastography enhances diagnostic consistency for thyroid nodules.,2026,10.1186/s13244-025-02181-5,Europe PMC; OpenAlex,https://doi.org/10.1186/s13244-025-02181-5,yes,https://link.springer.com/content/pdf/10.1186/s13244-025-02181-5.pdf,conservative automated title screen
R2,Response-based interactive diagnosis,Robotic elastography/stiffness mapping,doi:10.1186/s13244-025-02181-5,Force-controlled robotic ultrasound elastography enhances diagnostic consistency for thyroid nodules.,2026,10.1186/s13244-025-02181-5,Europe PMC; OpenAlex,https://doi.org/10.1186/s13244-025-02181-5,yes,https://link.springer.com/content/pdf/10.1186/s13244-025-02181-5.pdf,conservative automated title screen
A2,Active observational sensing,Robotic endoscopy inspection,doi:10.1364/ol.574598,Depth-enabled fiber-bundle endoscopy for in situ intraluminal robotic navigation,2025,10.1364/ol.574598,Crossref,https://doi.org/10.1364/ol.574598,no,,conservative automated title screen
A3,Active observational sensing,Active/magnetic capsule endoscopy,doi:10.14309/ctg.0000000000001034,"Magnetically Controlled Capsule Endoscopy: Innovations, Standardized Practice, and Emerging Clinical Roles.",2026,10.14309/ctg.0000000000001034,Europe PMC,https://doi.org/10.14309/ctg.0000000000001034,yes,https://doi.org/10.14309/ctg.0000000000001034,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.14569/ijacsa.2024.0150879,Real-Time Robotic Force Control for Automation of Ultrasound Scanning,2024,10.14569/ijacsa.2024.0150879,Crossref; OpenAlex,https://doi.org/10.14569/ijacsa.2024.0150879,yes,https://thesai.org/Downloads/Volume15No8/Paper_79-Real_Time_Robotic_Force_Control_for_Automation_of_Ultrasound_Scanning.pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1515/cdbme-2017-0116,Robotic 4D ultrasound solution for real-time visualization and teleoperation,2017,10.1515/cdbme-2017-0116,Crossref,https://doi.org/10.1515/cdbme-2017-0116,yes,http://www.degruyter.com/downloadpdf/j/cdbme.2017.3.issue-2/cdbme-2017-0116/cdbme-2017-0116.xml,conservative automated title screen
S1,Sample-based interactive diagnosis,Robotic percutaneous/core biopsy,doi:10.1515/cdbme-2020-0020,Fluoroscopy-guided robotic biopsy intervention system,2020,10.1515/cdbme-2020-0020,Crossref; OpenAlex,https://doi.org/10.1515/cdbme-2020-0020,yes,https://www.degruyter.com/document/doi/10.1515/cdbme-2020-0020/pdf,conservative automated title screen
S1,Sample-based interactive diagnosis,Robotic percutaneous/core biopsy,doi:10.1515/cdbme-2020-0031,Needle placement accuracy in CT-guided robotic post mortem biopsy,2020,10.1515/cdbme-2020-0031,Crossref,https://doi.org/10.1515/cdbme-2020-0031,yes,https://www.degruyter.com/document/doi/10.1515/cdbme-2020-0031/pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1515/cdbme-2020-0038,Target tracking accuracy and latency with different 4D ultrasound systems – a robotic phantom study,2020,10.1515/cdbme-2020-0038,Crossref,https://doi.org/10.1515/cdbme-2020-0038,yes,https://www.degruyter.com/document/doi/10.1515/cdbme-2020-0038/pdf,conservative automated title screen
S1,Sample-based interactive diagnosis,Robotic percutaneous/core biopsy,doi:10.1515/cdbme-2021-2199,Needle insertion planning for obstacle avoidance in robotic biopsy,2021,10.1515/cdbme-2021-2199,Crossref; OpenAlex,https://doi.org/10.1515/cdbme-2021-2199,yes,https://www.degruyter.com/document/doi/10.1515/cdbme-2021-2199/pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1515/cdbme-2022-0021,Towards a real-time control of robotic ultrasound using haptic force feedback,2022,10.1515/cdbme-2022-0021,Crossref; OpenAlex,https://doi.org/10.1515/cdbme-2022-0021,yes,https://www.degruyter.com/document/doi/10.1515/cdbme-2022-0021/pdf,conservative automated title screen
A2,Active observational sensing,Robotic endoscopy inspection,doi:10.1515/cdbme-2024-0103,Force feedback reduces test time and interaction forces in telemanipulated palpation using a robotic endoscope with series elastic actuated joints.,2024,10.1515/cdbme-2024-0103,Crossref,https://doi.org/10.1515/cdbme-2024-0103,yes,https://www.degruyterbrill.com/document/doi/10.1515/cdbme-2024-0103/pdf,conservative automated title screen
R1,Response-based interactive diagnosis,Robotic palpation,doi:10.1515/cdbme-2024-0103,Force feedback reduces test time and interaction forces in telemanipulated palpation using a robotic endoscope with series elastic actuated joints.,2024,10.1515/cdbme-2024-0103,Crossref,https://doi.org/10.1515/cdbme-2024-0103,yes,https://www.degruyterbrill.com/document/doi/10.1515/cdbme-2024-0103/pdf,conservative automated title screen
R1,Response-based interactive diagnosis,Robotic palpation,doi:10.1515/cdbme-2024-0123,Variational Autoencoder feature clustering for tissue classification in robotic palpation,2024,10.1515/cdbme-2024-0123,Crossref; OpenAlex,https://doi.org/10.1515/cdbme-2024-0123,yes,https://www.degruyterbrill.com/document/doi/10.1515/cdbme-2024-0123/pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.1515/cdbme-2025-0321,Initial Transducer Placement for Automated Robotic Ultrasound Examinations,2025,10.1515/cdbme-2025-0321,Crossref; OpenAlex,https://doi.org/10.1515/cdbme-2025-0321,yes,https://www.degruyterbrill.com/document/doi/10.1515/cdbme-2025-0321/pdf,conservative automated title screen
A3,Active observational sensing,Active/magnetic capsule endoscopy,doi:10.15607/rss.2016.xii.018,Closed Loop Control of a Tethered Magnetic Capsule Endoscope.,2016,10.15607/rss.2016.xii.018,Europe PMC,https://doi.org/10.15607/rss.2016.xii.018,yes,https://doi.org/10.15607/rss.2016.xii.018,conservative automated title screen
S5,Sample-based interactive diagnosis,Robotic swab/specimen collection,doi:10.18196/jrc.v3i1.11659,A New Robotic Application for COVID-19 Specimen Collection Process,2021,10.18196/jrc.v3i1.11659,Crossref,https://doi.org/10.18196/jrc.v3i1.11659,yes,https://journal.umy.ac.id/index.php/jrc/article/download/11659/6741,conservative automated title screen
S1,Sample-based interactive diagnosis,Robotic percutaneous/core biopsy,doi:10.20944/preprints202504.1332.v1,PRONOBIS:A Robotic System for Automated Ultrasound-Based Prostate Reconstruction and Biopsy Planning,2025,10.20944/preprints202504.1332.v1,Crossref,https://doi.org/10.20944/preprints202504.1332.v1,yes,https://www.preprints.org/frontend/manuscript/fd015df7c2b1958ca1eac1c3f464c859/download_pub,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.20944/preprints202508.1647.v1,Reinforcement Learning for Robot Assisted Live Ultrasound Examination,2025,10.20944/preprints202508.1647.v1,Europe PMC; OpenAlex,https://doi.org/10.20944/preprints202508.1647.v1,yes,https://www.preprints.org/frontend/manuscript/0bf5b73aaff80d0517a1f10a1cb410ac/download_pub,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.20965/jrm.2023.p1281,Image Search Strategy via Visual Servoing for Robotic Kidney Ultrasound Imaging,2023,10.20965/jrm.2023.p1281,Crossref,https://doi.org/10.20965/jrm.2023.p1281,yes,http://dx.doi.org/10.20965/jrm.2023.p1281,conservative automated title screen
A4,Active observational sensing,Robotic bronchoscopy navigation,doi:10.21037/jtd-2025-1966,Diagnostic accuracy of rapid on-site evaluation (ROSE) during robotic bronchoscopy.,2026,10.21037/jtd-2025-1966,Europe PMC; OpenAlex,https://doi.org/10.21037/jtd-2025-1966,yes,https://doi.org/10.21037/jtd-2025-1966,conservative automated title screen
A5,Active observational sensing,Robotic OCT,doi:10.21203/rs.3.rs-2371365/v1,"Contactless, autonomous robotic alignment of optical coherence tomography for in vivo evaluation of diseased retinas",2023,10.21203/rs.3.rs-2371365/v1,Europe PMC,https://doi.org/10.21203/rs.3.rs-2371365/v1,yes,https://www.researchsquare.com/article/rs-2371365/latest.pdf,conservative automated title screen
S5,Sample-based interactive diagnosis,Robotic swab/specimen collection,doi:10.21203/rs.3.rs-3314593/v1,Autonomous Swab Robot for Naso- and Oropharyngeal COVID-19 Screening,2023,10.21203/rs.3.rs-3314593/v1,Crossref,https://doi.org/10.21203/rs.3.rs-3314593/v1,yes,https://www.researchsquare.com/article/rs-3314593/latest.pdf,conservative automated title screen
A4,Active observational sensing,Robotic bronchoscopy navigation,doi:10.21203/rs.3.rs-8414938/v1,A Dual‑Agent Learning Framework Enables Level 3+ Autonomous Robotic Bronchoscopy,2026,10.21203/rs.3.rs-8414938/v1,Europe PMC,https://doi.org/10.21203/rs.3.rs-8414938/v1,yes,https://www.researchsquare.com/article/rs-8414938/latest.pdf,conservative automated title screen
R1,Response-based interactive diagnosis,Robotic palpation,doi:10.21203/rs.3.rs-9278913/v1,An FBG Tactile Sensor Array and Self-SupervisedContrastive Learning Transformer for TumorDepth Estimation in Robotic Palpation,2026,10.21203/rs.3.rs-9278913/v1,Europe PMC,https://doi.org/10.21203/rs.3.rs-9278913/v1,yes,https://www.researchsquare.com/article/rs-9278913/latest.pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.2139/ssrn.4661100,Visual Perception-Guided Robotic Arm Automatic Ultrasound Scanning 3d Imaging System,2023,10.2139/ssrn.4661100,Crossref,https://doi.org/10.2139/ssrn.4661100,yes,https://doi.org/10.2139/ssrn.4661100,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.2139/ssrn.6201886,"An Autonomous Robotic System for Operator-Free, Standardized Breast Ultrasound",2026,10.2139/ssrn.6201886,Crossref; OpenAlex,https://doi.org/10.2139/ssrn.6201886,yes,https://doi.org/10.2139/ssrn.6201886,conservative automated title screen
S1,Sample-based interactive diagnosis,Robotic percutaneous/core biopsy,doi:10.2214/ajr.18.19698,18 F-FDG PET/CT-Guided Real-Time Automated Robotic Arm–Assisted Needle Navigation for Percutaneous Biopsy of Hypermetabolic Bone Lesions: Diagnostic Performance and Clinical Impact,2019,10.2214/ajr.18.19698,Crossref,https://doi.org/10.2214/ajr.18.19698,no,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.2316/j.2026.201-0598,DESIGN OF AN AUTONOMOUS CARDIAC SCANNING SYSTEM FOR ULTRASOUND ROBOTS. 125-137,2026,10.2316/j.2026.201-0598,Crossref,https://doi.org/10.2316/j.2026.201-0598,no,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.23919/iccas55662.2022.10003798,Toward an automatic diagnostic scanning robotic system using ultrasound images,2022,10.23919/iccas55662.2022.10003798,Crossref,https://doi.org/10.23919/iccas55662.2022.10003798,no,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.29007/dj33,Autonomous image-based ultrasound probe positioning via deep learning,2018,10.29007/dj33,Crossref; OpenAlex,https://doi.org/10.29007/dj33,yes,https://easychair.org/publications/preprint_open/XmZ9,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.31256/hsmr2018.37,Autonomous image-based ultrasound probe positioning via deep learni,2018,10.31256/hsmr2018.37,Crossref,https://doi.org/10.31256/hsmr2018.37,no,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.31256/hsmr2022.19,Towards Autonomous Robotic Ultrasound Scanning using Pneumatically Attachable Flexible Rails,2022,10.31256/hsmr2022.19,Crossref; OpenAlex,https://doi.org/10.31256/hsmr2022.19,no,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.31256/hsmr2023.40,Learning Robotic Ultrasound through Coaching,2023,10.31256/hsmr2023.40,Crossref; OpenAlex,https://doi.org/10.31256/hsmr2023.40,yes,https://doi.org/10.31256/hsmr2023.40,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.31256/hsmr2023.76,Breast surface reconstruction utilising autonomous robotic assisted ultrasound image acquisition,2023,10.31256/hsmr2023.76,Crossref; OpenAlex,https://doi.org/10.31256/hsmr2023.76,yes,https://doi.org/10.31256/hsmr2023.76,conservative automated title screen
A3,Active observational sensing,Active/magnetic capsule endoscopy,doi:10.31256/hsmr2024.49,Enhancing Capsule Endoscopy with Robotic Magnetic Manipulation and Wireless Power Transfer,2024,10.31256/hsmr2024.49,Crossref,https://doi.org/10.31256/hsmr2024.49,no,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.31256/hsmr2024.60,UltraGelBot: Autonomous Gel Dispenser for Robotic Ultrasound,2024,10.31256/hsmr2024.60,Crossref; OpenAlex,https://doi.org/10.31256/hsmr2024.60,yes,https://arxiv.org/pdf/2406.19678,conservative automated title screen
A4,Active observational sensing,Robotic bronchoscopy navigation,doi:10.31256/hsmr25.11,Soft Optical Shape-Sensing with Thin-Film Color Tuning for Autonomous Soft Robotic Bronchoscopy Navigation,2025,10.31256/hsmr25.11,Crossref; OpenAlex,https://doi.org/10.31256/hsmr25.11,no,,conservative automated title screen
A2,Active observational sensing,Robotic endoscopy inspection,doi:10.3349/ymj.2017.58.1.139,"Development of a Robotic Colonoscopic Manipulation System, Using Haptic Feedback Algorithm.",2017,10.3349/ymj.2017.58.1.139,Europe PMC; OpenAlex,https://doi.org/10.3349/ymj.2017.58.1.139,yes,http://eymj.org/Synapse/Data/PDFData/0069YMJ/ymj-58-139.pdf,conservative automated title screen
A3,Active observational sensing,Active/magnetic capsule endoscopy,doi:10.3389/fmicb.2025.1687021,AI-powered three-category Helicobacter pylori diagnosis via magnetic controlled capsule endoscopy: a multicenter validation of a vision-language model.,2025,10.3389/fmicb.2025.1687021,Europe PMC,https://doi.org/10.3389/fmicb.2025.1687021,yes,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2025.1687021/pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3389/frobt.2021.645424,Robotic Ultrasound Scanning With Real-Time Image-Based Force Adjustment: Quick Response for Enabling Physical Distancing During the COVID-19 Pandemic.,2021,10.3389/frobt.2021.645424,Europe PMC; OpenAlex,https://doi.org/10.3389/frobt.2021.645424,yes,https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2021.645424/pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3389/frobt.2021.645756,Autonomous Robotic Point-of-Care Ultrasound Imaging for Monitoring of COVID-19–Induced Pulmonary Diseases,2021,10.3389/frobt.2021.645756,Crossref,https://doi.org/10.3389/frobt.2021.645756,yes,https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2021.645756/pdf,conservative automated title screen
A2,Active observational sensing,Robotic endoscopy inspection,doi:10.3389/frobt.2022.832208,Robotic Endoscope Control Via Autonomous Instrument Tracking.,2022,10.3389/frobt.2022.832208,Europe PMC,https://doi.org/10.3389/frobt.2022.832208,yes,https://www.frontiersin.org/articles/10.3389/frobt.2022.832208/pdf,conservative automated title screen
